DE	EN	LEN	ROW	TIME
	I may not have the biggest boat in the marina.	10	118	00:04:40a
	But nobody rows harder than me.	6	119	00:04:44a
	You have a boat?	4	120	00:04:46a
	No, sweetie,	2	121	00:04:46b
	what I meant was--	4	122	00:04:46c
	Hey, hey, hey.	3	123	00:04:48a
	Some of us don't wanna hear about your little dinghy.	10	124	00:04:53a
	Oh, hi, Charlie.	3	125	00:04:53b
	What're you doing here?	4	126	00:04:55a
	I was asking myself the same thing...	7	127	00:04:57a
	...so I did a little research and it turns out it's my house.	13	128	00:05:02a
	Yeah, but I thought you were going out.	8	129	00:05:04a
	I did go out.	4	130	00:05:04b
	And then I came back.	5	131	00:05:04c
	Alone?	1	132	00:05:07a
	No, Alan,	2	133	00:05:07b
	I brought home an invisible cocktail waitress.	7	134	00:05:11a
	She's doing me even as we speak.	7	135	00:05:15a
	You're right.	2	136	00:05:15b
	There's no way you could've been that cranky.	8	137	00:05:19a
	You want some company, Charlie?	5	138	00:05:21a
	Alan can't have sex again for at least 30 minutes.	10	139	00:05:26a
	That's a rough estimate.	4	140	00:05:29a
	Thanks, but I'd really rather be alone.	7	141	00:05:31a
	Okey-doke.	1	142	00:05:31b
	Come on, I think he wants to masturbate.	8	143	00:05:40a
	Not for at least 30 minutes.	6	144	00:05:50a
	Okay, I haven't sampled anything from the other side of the buffet...	12	145	00:05:54a
	...since I traveled with the Grateful Dead.	7	146	00:05:56a
	But golly Moses,	3	147	00:05:56b
	she's a muffin.	3	148	00:06:01a
	Interesting turn of events, huh?	5	149	00:06:04a
	Your brother hitting one of your hand-me-downs.	7	150	00:06:06a
	And you couldn't get laid if you painted your penis to look like money.	14	151	00:06:10a
	Don't think I haven't tried.	5	152	00:06:13a
	I'm reminded of the tale of the tortoise and the hare.	11	153	00:06:16a
	Isn't there something you could be doing?	7	154	00:06:19a
	Well, I could go rub some oil on her,	9	155	00:06:19b
	but I don't trust myself.	5	156	00:06:24a
	Berta, please don't take this the wrong way...	8	157	00:06:26a
	...but it's been a long time for me and you're starting to turn me on.	15	158	00:06:32a
	I'm out of here.	4	159	00:06:36a
	Hi, Berta.	2	160	00:06:36b
	Hey, baby.	2	161	00:06:39a
	Hi, Charlie.	2	162	00:06:39b
	Hi. Boy, this is weird, huh?	6	163	00:06:42a
	ln so many ways.	4	164	00:06:46a
	But which one caught your attention?	6	165	00:06:48a
	Well, I've never slept with brothers before.	7	166	00:06:50a
	I mean at different times.	5	167	00:06:52a
	And one can't help but make comparisons.	7	168	00:06:56a
	No kidding.	2	169	00:06:58a
	So how big a difference are we talking about?	9	170	00:07:01a
	It's huge.	2	171	00:07:04a
	Oh, yeah.	2	172	00:07:07a
	With you,	2	173	00:07:07b
	sex is kind of like going on Space Mountain.	9	174	00:07:09a
	It's a good ride,	4	175	00:07:09b
	but there's never any real danger.	6	176	00:07:13a
	With Alan,	2	177	00:07:13b
	it's like being in the back seat of a car...	10	178	00:07:16a
	...driven by a really smart kangaroo.	6	179	00:07:21a
	He may go up on the curb a couple times,	10	180	00:07:21b
	but he'll get you there.	5	181	00:07:27a
	Okay. Thanks for clearing that up.	6	182	00:07:32a
	I'll get it.	3	183	00:07:36a
	There's a two hour wait for Space Mountain.	8	184	00:07:41a
	Hi, Mrs. Harper.	3	185	00:07:41b
	Oh, dear lord.	3	186	00:07:44a
	Hey, Kandi,	2	187	00:07:44b
	I got Evil Dead 3 for Xbox.	7	188	00:07:46a
	Sweet.	1	189	00:07:48a
	Kandi, maybe you'd like to go put some clothes on.	10	190	00:07:51a
	Why? Yeah,	2	191	00:07:51b
	she ain't hurting anybody.	4	192	00:07:56a
	I just don't think that outfit is appropriate for Jake.	10	193	00:08:00a
	Oh, I agree.	3	194	00:08:00b
	He would look ridiculous in this.	6	195	00:08:05a
	Can you get Alan for me?	6	196	00:08:06a
	He's not back from work yet.	6	197	00:08:06b
	He's not?	2	198	00:08:08a
	Then what are you doing here?	6	199	00:08:08b
	I live here now.	4	200	00:08:08c
	Didn't Alan tell you?	4	201	00:08:12a
	No, he did not.	4	202	00:08:14a
	Charlie, I wanna talk to you.	6	203	00:08:14b
	Good to know.	3	204	00:08:18a
	Charlie, get over here.	4	205	00:08:22a
	It was nice seeing you, Mrs. Harper.	7	206	00:08:27a
	What in God's name does she see in him?	9	207	00:08:29a
	Well, I don't have all the details, Mrs. Harper.	9	208	00:08:33a
	But apparently when he's not being emasculated...	7	209	00:08:35a
	...and demoralized on a daily basis,	6	210	00:08:35b
	he's quite the lover.	4	211	00:08:38a
	What's that supposed to mean?	5	212	00:08:38b
	You know what they say.	5	213	00:08:41a
	Your average man's like a good field mule.	8	214	00:08:43a
	If you don't beat him,	5	215	00:08:43b
	he'll keep plowing all day long.	6	216	00:08:46a
	Nobody says that.	3	217	00:08:46b
	You're hard to fool.	4	218	00:08:51a
	Look, I don't mean to be rude,	7	219	00:08:51b
	but I'm tired of talking to you.	7	220	00:09:03a
	Had an interesting chat with your ex-wife.	7	221	00:09:05a
	Oh, can't we just have a nice dinner?	8	222	00:09:08a
	I like her.	3	223	00:09:08b
	Why? Why?	2	224	00:09:15a
	Well, unlike most ex-wives I've known...	6	225	00:09:17a
	...she's never tried to run me over with her car.	10	226	00:09:22a
	Okay, new dinner conversation.	4	227	00:09:24a
	Jake, how was school?	4	228	00:09:26a
	I don't think this conversation'll make you any happier, Dad.	10	229	00:09:30a
	What now?	2	230	00:09:30b
	We had a surprise test today.	6	231	00:09:34a
	And? I was really surprised.	5	232	00:09:37a
	So, in other words,	4	233	00:09:37b
	you weren't prepared.	3	234	00:09:39a
	You can't prepare for a surprise, Dad.	7	235	00:09:43a
	New conversation?	2	236	00:09:45a
	Jake, what are we gonna do?	6	237	00:09:45b
	You've really fallen behind this year.	6	238	00:09:48a
	I know.	2	239	00:09:48b
	I think it's a delayed reaction to your divorce.	9	240	00:09:53a
	Oh? Yeah.	2	241	00:09:54a
	It took a while,	4	242	00:09:54b
	but my teachers have finally stopped feeling sorry for me.	10	243	00:09:59a
	You know,	2	244	00:09:59b
	I'm a child of divorce too, Jake.	7	245	00:10:01a
	How old were you when your parents split up?	9	246	00:10:04a
	Twenty-two.	1	247	00:10:04b
	But you're 22 now.	4	248	00:10:06a
	Twenty-two and a half.	4	249	00:10:08a
	Boy, what I'd give to be 22 again.	8	250	00:10:14a
	New subject?	2	251	00:10:15a
	No, no, no more conversation.	5	252	00:10:15b
	Jake, if you're finished,	4	253	00:10:15c
	go do your homework.	4	254	00:10:19a
	I'm gonna need help.	4	255	00:10:21a
	You don't need help,	4	256	00:10:21b
	you need to focus.	4	257	00:10:21c
	I'll help you.	3	258	00:10:24a
	Do you know anything about geometry?	6	259	00:10:25a
	Well, I know it's what you say when you turn into a tree.	13	260	00:10:30a
	Get it?	2	261	00:10:30b
	Gee, I'm a tree.	4	262	00:10:34a
	Good one.	2	263	00:10:35a
	Thanks.	1	264	00:10:37a
	Boy, I hope when they get to Oz the wizard has two brains to give out.	16	265	00:10:42a
	And speaking of out,	4	266	00:10:42b
	when's Kandi leaving?	3	267	00:10:45a
	You don't have to worry.	5	268	00:10:45b
	Because?	1	269	00:10:47a
	I have a plan.	4	270	00:10:49a
	Alan, if history has taught us anything...	7	271	00:10:51a
	...it's that both those statements cannot be true.	8	272	00:10:55a
	It's very simple.	3	273	00:10:55b
	You give a man a fish,	6	274	00:10:55c
	he eats for a day.	5	275	00:10:58a
	You teach him to fish,	5	276	00:10:58b
	he eats forever.	3	277	00:11:00a
	Okay, okay,	2	278	00:11:00b
	in that example is Kandi the man or the fish?	10	279	00:11:04a
	I found her a job.	5	280	00:11:06a
	She'll be able to afford her own place and she won't depend on me anymore.	15	281	00:11:10a
	Where is she working?	4	282	00:11:11a
	She's gonna be my receptionist.	5	283	00:11:11b
	That's your plan?	3	284	00:11:15a
	Why it's brilliant.	3	285	00:11:20a
	What, what?	2	286	00:11:20b
	She's attractive,	2	287	00:11:20c
	she's friendly...	2	288	00:11:22a
	...and she's more than capable of answering the phones.	9	289	00:11:25a
	You hear the expression don't crap where you eat?	9	290	00:11:27a
	Well, you,	2	291	00:11:27b
	my friend,	2	292	00:11:27c
	are dropping plunkies all over the dessert cart.	8	293	00:11:33a
	Okay, you have a better solution?	6	294	00:11:33b
	No, no, no.	3	295	00:11:35a
	No, it's your girlfriend,	4	296	00:11:35b
	your office,	2	297	00:11:35c
	your life.	2	298	00:11:37a
	Screw it up however you think best.	7	299	00:11:41a
	I'm expecting a call.	4	300	00:11:45a
	Hello?	1	301	00:11:50a
	Kandi, that's the TV remote.	5	302	00:11:57a
	Have you thought of teaching a fish to answer your phones?	11	303	00:12:07a
	Staying in tonight?	3	304	00:12:13a
	Y ep. Giving up on the ladies, huh?	8	305	00:12:15a
	Y ep. Not even gonna try?	6	306	00:12:17a
	Nope. You know,	3	307	00:12:20a
	I got a niece in the joint.	7	308	00:12:22a
	She doesn't look like much,	5	309	00:12:22b
	but she does get conjugal visits.	6	310	00:12:26a
	I don't think so.	4	311	00:12:27a
	Hold on, I might have a copy of her mug shot.	11	312	00:12:27b
	Here. She looks a little wall-eyed...	6	313	00:12:33a
	...but that's because they had to use a Taser to get her out of the shed.	16	314	00:12:37a
	The shed?	2	315	00:12:37b
	She was running a meth lab.	6	316	00:12:40a
	But you gotta admit,	4	317	00:12:40b
	she is nice and slender.	5	318	00:12:45a
	Thanks, but pass.	3	319	00:12:45b
	Think about it.	3	320	00:12:48a
	Visiting days are Wednesdays and Fridays.	6	321	00:12:50a
	But if you decide to go,	6	322	00:12:50b
	be a sport,	3	323	00:12:50c
	take her a pie.	4	324	00:12:54a
	Right.	1	325	00:12:54b
	Make it something chewy.	4	326	00:12:56a
	The prison dentist set her up with some real nice teeth.	11	327	00:13:17a
	Okay. Now this isn't my lamp.	6	328	00:13:23a
	What happened to my lamp?	5	329	00:13:26a
	Unless this is my lamp.	5	330	00:13:30a
	Yeah, this is my lamp.	5	331	00:13:31a
	I bought this lamp to go with my couch.	9	332	00:13:35a
	My tan couch.	3	333	00:13:39a
	Worst day of my life.	5	334	00:13:40a
	Yeah, well,	2	335	00:13:40b
	it was no picnic for me either.	7	336	00:13:43a
	I don't know who you are anymore.	7	337	00:13:43b
	You wanna know who I am?	6	338	00:13:45a
	I'm the idiot paying you $1 0 an hour to miss phone calls.	13	339	00:13:45b
	Nap in the bathroom.	4	340	00:13:49a
	Use my x-ray machine on Mexican food.	7	341	00:13:51a
	Well, I wanted to know what's inside a chimichanga.	9	342	00:13:54a
	If you didn't know,	4	343	00:13:54b
	why'd you order it?	4	344	00:13:57a
	Because it's fun to say chimichanga.	6	345	00:14:00a
	Chimichanga.	1	346	00:14:00b
	See?	1	347	00:14:03a
	So, how was work?	4	348	00:14:07a
	Horrible.	1	349	00:14:07b
	All he did was boss me around:	7	350	00:14:09a
	Do this, do that,	4	351	00:14:09b
	wake up.	2	352	00:14:13a
	Maybe that's because I'm your boss.	6	353	00:14:15a
	A stupid,	2	354	00:14:15b
	stinky boss.	2	355	00:14:19a
	Anybody wanna know about my problems?	6	356	00:14:23a
	It was supposed to be Sloppy Joes for lunch.	9	357	00:14:25a
	But instead they had fish sticks.	6	358	00:14:29a
	Well, it ruined my day.	5	359	00:14:34a
	No, no, no,	3	360	00:14:34b
	That's what I do.	4	361	00:14:36a
	That's all I'm good for.	5	362	00:14:38a
	Oh, fudge.	2	363	00:14:41a
	Picture an entire day of this.	6	364	00:14:45a
	With six lines.	3	365	00:14:49a
	Oh, hi, Mrs. Harper.	4	366	00:14:53a
	Oh, great.	2	367	00:14:53b
	Kandi, Kandi,	2	368	00:14:53c
	give me the phone,	4	369	00:14:53d
	give me--	2	370	00:14:55a
	Back off buck-o.	3	371	00:14:58a
	Was your ex-husband always such a control freak?	8	372	00:15:01a
	She says you were.	4	373	00:15:04a
	You know what he did today?	6	374	00:15:05a
	Kandi, you don't have to get into that with her.	10	375	00:15:08a
	She says she wants to know.	6	376	00:15:12a
	Well, first of all at the office he tried to make me call him Dr. Harper all day.	18	377	00:15:12b
	And when I forgot he yelled at me.	8	378	00:15:19a
	What? Chiropractors aren't really doctors.	5	379	00:15:25a
	You liar.	2	380	00:15:30a
	I so get why you dumped him.	7	381	00:15:32a
	Hey, Alan?	2	382	00:15:32b
	What? Is this a new lamp?	6	383	00:15:37a
	I would like that so much, Mrs. Harper.	8	384	00:15:40a
	Okay, I will call you Judith.	6	385	00:15:40b
	Great, I'll see you there.	5	386	00:15:45a
	See her where?	3	387	00:15:46a
	We're going out for a drink and a little girl talk.	11	388	00:15:49a
	Girl talk with my ex-wife?	5	389	00:15:51a
	Her name is Judith, Mr. I'm not a doctor Harper.	10	390	00:15:56a
	Don't wait up.	3	391	00:16:00a
	You just crapped where you used to eat.	8	392	00:16:12a
	Hey. Hey.	2	393	00:16:14a
	What are you doing up so late?	7	394	00:16:14b
	What time is it?	4	395	00:16:17a
	It's 3 a.m.	3	396	00:16:18a
	Oh, well then,	3	397	00:16:18b
	I got my eight hours.	5	398	00:16:23a
	What are you doing,	4	399	00:16:23b
	waiting up for Kandi?	4	400	00:16:25a
	Oh, no, no, no.	4	401	00:16:25b
	I couldn't sleep.	3	402	00:16:27a
	So I thought I'd read a little.	7	403	00:16:30a
	A furniture catalog?	3	404	00:16:34a
	I like furniture.	3	405	00:16:37a
	Just looking at the pictures, huh?	6	406	00:16:37b
	What are you getting at, Charlie?	6	407	00:16:40a
	I think you buy things.	5	408	00:16:43a
	I think you bought this lamp.	6	409	00:16:47a
	That lamp was here when I moved in.	8	410	00:16:47b
	Charlie, I'm afraid that this dry streak is starting to affect your mind.	13	411	00:16:58a
	Maybe you're right.	3	412	00:17:00a
	Sure, this is my lamp.	5	413	00:17:00b
	I've had it for years.	5	414	00:17:03a
	The table it's on is new.	6	415	00:17:03b
	I knew it.	3	416	00:17:08a
	We don't wanna wake up Mr. Alan Hitler.	8	417	00:17:11a
	No, no, Osama bin Alan.	5	418	00:17:17a
	Busted.	1	419	00:17:17b
	What the hell is going on here?	7	420	00:17:20a
	The hell what is going on here...	7	421	00:17:22a
	...is that I need an advance on my amilony.	9	422	00:17:26a
	Why? T o pay Estefan,	5	423	00:17:26b
	our limo driver.	3	424	00:17:29a
	You took a limo?	4	425	00:17:31a
	We couldn't find our cars...	5	426	00:17:32a
	...and we spent all our money on JELL-O shots,	9	427	00:17:32b
	and chimichangas.	2	428	00:17:38a
	all right.	2	429	00:17:40a
	Kandi, you need to go to bed.	7	430	00:17:40b
	We have to get up early for work.	8	431	00:17:43a
	No, we don't.	3	432	00:17:43b
	Because I quit.	3	433	00:17:45a
	Why don't we talk about this in the morning?	9	434	00:17:48a
	Judith, here is you're amilony.	5	435	00:17:52a
	Go home.	2	436	00:17:54a
	And Kandi,	2	437	00:17:54b
	go to bed.	3	438	00:17:56a
	I do not wish to live with you any furthermore.	10	439	00:17:58a
	What? I have been invited...	5	440	00:18:00a
	...to stay with my good friend Judith.	7	441	00:18:03a
	Come on, I'll help you pack your things.	8	442	00:18:05a
	Did you ever notice how much he sweats during sex?	10	443	00:18:12a
	Well, good for you.	4	444	00:18:14a
	Good for me?	3	445	00:18:14b
	How is this good for me?	6	446	00:18:16a
	You got Kandi out of the house.	7	447	00:18:16b
	I didn't want Kandi out.	5	448	00:18:19a
	And I didn't want her moving in with my ex-wife.	10	449	00:18:22a
	Oh, right.	2	450	00:18:25a
	Okay then,	2	451	00:18:25b
	good for me.	3	452	00:18:42a
	Harper?	1	453	00:18:42b
	Here. I'm gonna have to check your pie.	8	454	00:18:48a
	Rhubarb.	1	455	00:18:50a
	Oh, my girls like rhubarb.	5	456	00:18:56a
	Okay, inmate 37059.	3	457	00:18:56b
	Down the hall,	3	458	00:18:56c
	third door on the left.	5	459	00:19:00a
	There's a button by the bed.	6	460	00:19:00b
	Push it if she gets violent.	6	461	00:19:04a
	lt won't open.	3	462	00:19:10a
	Try it again.	3	463	00:19:16a
	Boy, you really are having a dry streak,	8	464	00:19:16b
	aren't you?	2	465	00:19:22a
	Oh, God.	2	466	00:19:25a
	I can't even get laid in a women's prison.	9	467	00:19:35a
	Hi, are you Alan?	4	468	00:19:35b
	No, I'm his brother, Charlie.	5	469	00:19:39a
	Oh, well,	2	470	00:19:39b
	I'm looking for Kandi.	4	471	00:19:41a
	She told me she was living here.	7	472	00:19:43a
	Actually,	1	473	00:19:43b
	she moved.	2	474	00:19:43c
	It's a very funny story.	5	475	00:19:47a
	Are you a friend?	4	476	00:19:47b
	I'm her mother.	3	477	00:19:51a
	Come on in and I'll see if I can find a forwarding address.	13	478	00:19:55a
	Beautiful place.	2	479	00:20:01a
	I see where Kandi gets her good looks.	8	480	00:20:07a
	Thanks, unfortunately she gets her brains from her moron father.	10	481	00:20:11a
	Oh, right,	2	482	00:20:11b
	you're recently divorced.	3	483	00:20:11c
	Would you like a drink?	5	484	00:20:16a
	I would love one.	4	485	00:20:19a
	Great.	1	486	00:20:19b
	Why don't you step out on to the deck,	9	487	00:20:19c
	and I'll be right there.	5	488	00:20:27a
	Good news,	2	489	00:20:27b
	it's raining out on my deck.	6	490	00:20:30a
	Say what?	2	491	00:20:31a
	The dry streak is over.	5	492	00:20:34a
	So, what am I supposed to do with this pie?	10	493	00:21:02a
	Subtitles by SDl Media Group	5	494	00:21:04a
