DE	EN	LEN	ROW	TIME
	begin with a greeting, and what we call 'small-talk' -	10	310	00:01:54c
	something to 'break the ice',	5	320	00:02:00a
	or make the meeting a friendly one.	7	330	00:02:04a
	Hello, Lin Chan, Sales Manager for National Sugar,	8	340	00:02:04b
	and my associate John Martin.	5	350	00:02:09a
	Very pleased to meet you.	5	360	00:02:09b
	I'm Victor Tang, and this is my legal adviser Sue Panay.	11	370	00:02:14a
	I hope you had a pleasant flight over.	8	380	00:02:15a
	Yes, we did thanks.	4	390	00:02:16a
	Are you staying for a few days?	7	400	00:02:18a
	Unfortunately we need to get back to Manila tomorrow.	9	410	00:02:21a
	Lin starts by introducing herself and her associate.	8	420	00:02:21b
	It's important that everyone at the meeting knows their roles,	10	430	00:02:27a
	so Victor also introduces Sue by telling them her job.	10	440	00:02:35a
	Before they start the negotiations,	5	450	00:02:35b
	John asks about their journey.	5	460	00:02:35c
	He says, I hope you had a pleasant flight,	9	470	00:02:41a
	and asks how long they are staying.	7	480	00:02:41b
	This way, the negotiation starts in a relaxed and friendly atmosphere.	11	490	00:02:51a
	Here are a few phrases you could use to put the other party at ease.	15	500	00:02:56a
	I hope you had a pleasant flight.	7	510	00:03:01a
	Are you enjoying Sydney?	4	520	00:03:02a
	How is your hotel?	4	530	00:03:02b
	In some cultures, it is usual not to talk about business straight away,	13	540	00:03:10a
	but in others, it is expected that you will get down to business quickly.	14	550	00:03:15a
	You just have to judge the situation,	7	560	00:03:15b
	and feel your own way.	5	570	00:03:22a
	How does Lin signal that it is time to start the negotiation?	12	580	00:03:27a
	Well, we'd better get down to business.	7	590	00:03:27b
	Lin says, We'd better get down to business.	8	600	00:03:32a
	Notice that she makes it a suggestion.	7	610	00:03:32b
	She is suggesting they should talk business.	7	620	00:03:39a
	Practise some phrases for suggesting it's time to talk business.	10	630	00:03:43a
	Well, we'd better get down to business.	7	640	00:03:49a
	Shall we get down to business?	6	650	00:03:53a
	Well, how about we get down to business?	8	660	00:03:53b
	The next thing Lin does is make an opening statement.	10	670	00:04:02a
	An opening statement should tell the other person what you are expecting to get out of the meeting.	18	680	00:04:07a
	The opening statement would normally be made by the person who requested the meeting.	14	690	00:04:13a
	Mr Tang, to start off with,	6	700	00:04:13b
	I just want to say we believe we can offer you a very good deal and come up with a win-win result.	22	710	00:04:17a
	Lin says, to start off with and then she states what she wants to achieve.	15	720	00:04:22a
	She says she is going to offer a very good deal,	11	730	00:04:29a
	and that she wants to achieve a win-win result.	9	740	00:04:34a
	She is signalling to the other party that she wants both of them to be happy with the outcome.	19	750	00:04:40a
	Practise, with Lin, some phrases to introduce an opening statement.	10	760	00:04:47a
	Let me start off by saying I'd like to begin by saying Let me kick things off by saying	19	770	00:04:58a
	To 'kick things off' is to start a discussion.	9	780	00:05:06a
	How do Victor and Sue respond?	6	790	00:05:06b
	Well, from our point of view,	6	800	00:05:06c
	we see it as an exploratory talk -	8	810	00:05:12a
	testing the water you might say.	6	820	00:05:15a
	We don't intend to reach any agreements at this meeting -	11	830	00:05:15b
	in any case we would need to run it past our board first.	13	840	00:05:19a
	Victor says, from our point of view,	7	850	00:05:19b
	and Lin says, we don't intend.	6	860	00:05:25a
	They use the words 'our' and 'we',	7	870	00:05:25b
	instead of 'my' and 'I' because they are talking as representatives of the company,	14	880	00:05:33a
	not as individuals.	3	890	00:05:33b
	If Victor was on his own, he might use 'I' and 'my' especially as the C.E.O. of the company.	19	900	00:05:41a
	Here are some other phrases Victor could use to state their point of view:	14	910	00:05:54a
	From our perspective Our position is that As far as we're concerned Victor says they see it	17	920	00:06:06a
	as an 'exploratory talk'.	4	930	00:06:06b
	He means they are 'exploring options',	6	940	00:06:12a
	or finding out what Lin has to offer.	8	950	00:06:12b
	He is suggesting by this that they aren't going to make a decision at this meeting -	17	960	00:06:18a
	and he is letting Lin know this.	7	970	00:06:18b
	He describes this in another way by saying they are 'testing the water'.	13	980	00:06:30a
	Notice too that Sue reinforces this.	6	990	00:06:30b
	She says, We don't intend to reach any agreements at this meeting.	12	1000	00:06:37a
	She is stating clearly the outcome that they are expecting from the meeting.	13	1010	00:06:45a
	She says they would have to run past the board any proposals made.	13	1020	00:06:45b
	A proposal is a formal offer or suggestion made by one business to another,	14	1030	00:06:52a
	and to 'run something past the board' means to get the board's approval or feedback.	15	1040	00:06:59a
	In a negotiation, each party needs to respond to what the other says for the negotiation to	17	1050	00:07:06a
	proceed.	1	1060	00:07:12a
	How does Lin respond to Victor and Sue's statement?	9	1070	00:07:12b
	Of course we understand you need time to consider any offer.	11	1080	00:07:18a
	My first priority is to keep the negotiations open.	9	1090	00:07:23a
	She says she understands they are not going to agree at this meeting.	13	1100	00:07:23b
	She says, My first priority is to keep the negotiations open.	11	1110	00:07:30a
	A priority is an important goal.	6	1120	00:07:30b
	A first priority is your most important goal.	8	1130	00:07:42a
	Notice the reaction when John speaks.	6	1140	00:07:42b
	We don't intend to reach any agreements at this meeting -	11	1150	00:07:47a
	in any case we would need to run it past our board first.	13	1160	00:07:51a
	You haven't heard our terms yet -	7	1170	00:07:51b
	you may find them hard to resist!	7	1180	00:07:57a
	John hasn't listened to what Victor and Sue have said,	10	1190	00:07:57b
	and they don't like it.	5	1200	00:07:57c
	But Lin makes a conciliatory statement.	6	1210	00:08:03a
	That is, she makes a concession.	6	1220	00:08:03b
	She backs down from her first position.	7	1230	00:08:09a
	When negotiating, you usually need to make some concessions to reach an agreement.	13	1240	00:08:16a
	If nobody makes a concession,	5	1250	00:08:16b
	the negotiation can't proceed.	4	1260	00:08:16c
	Like this:	2	1270	00:08:24a
	I just want to say we believe we can offer you a very good deal and come up with a win-win result.	22	1280	00:08:29a
	Well, from our point of view,	6	1290	00:08:30a
	we see it as an exploratory talk -	8	1300	00:08:30b
	testing the water you might say.	6	1310	00:08:36a
	I'm sure we'll be able to resolve everything today.	9	1320	00:08:39a
	We need to run anything past our board first.	9	1330	00:08:42a
	Why bother the board?	4	1340	00:08:42b
	We can settle this deal right now!	7	1350	00:08:47a
	I'm afraid that won't be possible.	6	1360	00:08:51a
	If we don't listen carefully to what the other party is signalling,	12	1370	00:08:51b
	negotiations can break down very quickly.	6	1380	00:08:57a
	Now that each side has made their position clear,	9	1390	00:08:57b
	they can talk about the details of the proposal.	9	1400	00:09:04a
	What's your proposal Ms Chan?	5	1410	00:09:08a
	We're prepared to offer a very attractive price for a minimum sale,	12	1420	00:09:08b
	in exchange for a two-year contract.	6	1430	00:09:13a
	John will clarify the terms.	5	1440	00:09:18a
	Let's review the main points from today.	7	1450	00:09:18b
	In negotiations, begin with introductions and then some informal talk.	10	1460	00:09:24a
	Then each side makes an opening statement -this should state clearly what they want to achieve.	16	1470	00:09:32a
	Then, whichever party called the meeting begins the negotiation by giving an opening proposal.	14	1480	00:09:35a
	And remember, it's important to listen to signals and the opening statements carefully,	13	1490	00:09:48a
	otherwise the negotiation can quickly go in the wrong direction.	10	1500	00:09:53a
	That's all for	3	1510	00:09:53b
	The Business of English for today.	6	1520	00:09:53c
	See you next time.	4	1530	00:09:53d
