DE	EN	LEN	ROW	TIME
	Okay. One more round.	4	46	00:03:09a
	Oh, yeah.	2	47	00:03:10a
	Oh, you like it?	4	48	00:03:10b
	Yeah. Pull up.	3	49	00:03:24a
	Pull up!	2	50	00:03:24b
	We're gonna crash, for Christ sake!	6	51	00:03:26a
	Relax!	1	52	00:03:29a
	Just relax.	2	53	00:03:36a
	You okay?	2	54	00:03:42a
	Yeah, I'm all right.	4	55	00:03:44a
	Good job.	2	56	00:03:46a
	You get in there safe, all right?	7	57	00:03:48a
	Till the next time, brother.	5	58	00:03:50a
	Till next time.	3	59	00:03:57a
	Yup, on a daily basis I consume enough drugs to sedate Manhattan,	12	60	00:04:00a
	Long Island and Queens for a month.	7	61	00:04:06a
	Okay, Mr. Jordan.	3	62	00:04:08a
	I take Quaaludes 10 to 15 times a day for my back pain,	13	63	00:04:11a
	Adderall to stay focused, Xanax to take the edge off,	10	64	00:04:14a
	pot to mellow me out, cocaine to wake me back up again and morphine,	14	65	00:04:16a
	well, because it's awesome.	4	66	00:04:21a
	Good morning, Nathan.	3	67	00:04:29a
	But of all the drugs under God's blue heaven,	9	68	00:04:31a
	there is one that is my absolute favorite.	8	69	00:04:35a
	You see, enough of this shit'll make you invincible.	9	70	00:04:40a
	Able to conquer the world,	5	71	00:04:42a
	and eviscerate your enemies.	4	72	00:04:45a
	Ah! And I'm not talking about this.	7	73	00:04:50a
	I'm talking about this.	4	74	00:04:56a
	See, money doesn't just buy you a better life,	9	75	00:04:58a
	better food, better cars, better pussy.	6	76	00:05:00a
	It also makes you a better person.	7	77	00:05:03a
	You can give generously to the church or political party of your choice.	13	78	00:05:06a
	You can save the fucking spotted owl with money.	9	79	00:05:14a
	I always wanted to be rich.	6	80	00:05:14b
	So let me go back.	5	81	00:05:17a
	I'm 22 years old, newly married,	6	82	00:05:19a
	and already a money-crazed little shit.	6	83	00:05:22a
	So what do I do?	5	84	00:05:23a
	I go to the one place on Earth that befit my high-minded ambitions.	13	85	00:05:29a
	I love you.	3	86	00:05:40a
	You are lower than pond scum.	6	87	00:05:45a
	You got a problem with that,	6	88	00:05:47a
	Jordan?	1	89	00:05:49a
	No. No problem at all.	5	90	00:05:50a
	Good. Because that is what you are.	7	91	00:05:52a
	Pond scum.	2	92	00:05:54a
	Your job is connector, which means that you'll be dialing the phone over 500 times a day trying	18	93	00:05:59a
	to connect me with wealthy business owners.	7	94	00:06:02a
	And until you pass your Series 7,	7	95	00:06:04a
	that is all you're gonna fucking be doing.	8	96	00:06:04b
	Sit. Sit!	2	97	00:06:09a
	Now just so you know, last year I made over $300,000.	11	98	00:06:12a
	The other guy you'll be working for,	7	99	00:06:12b
	he made over a million.	5	100	00:06:16a
	A million dollars?	3	101	00:06:17a
	I could only imagine what a douchebag that guy must be.	11	102	00:06:20a
	Jordan Belfort.	2	103	00:06:22a
	Yes, sir.	2	104	00:06:23a
	Mark Hanna.	2	105	00:06:23b
	A pleasure to meet you.	5	106	00:06:25a
	And you as well.	4	107	00:06:25b
	I see you've already met the village asshole.	8	108	00:06:28a
	Smile and dial.	3	109	00:06:29a
	And don't pick up your fucking head until 1:00.	9	110	00:06:32a
	Hey, fuck him.	3	111	00:06:34a
	I'm the senior broker here.	5	112	00:06:34b
	He's just a worthless piker.	5	113	00:06:36a
	Why don't you blow me, Hanna?	6	114	00:06:38a
	Now did you really pitch a stock in your job interview?	11	115	00:06:42a
	I had to do something to stand out.	8	116	00:06:42b
	Right, sir?	2	117	00:06:44a
	I fucking love that.	4	118	00:06:47a
	Lunch.	1	119	00:06:47b
	Today.	1	120	00:06:47c
	Yeah. We don't start dialing at 9:30 because our clients are already answering the phone.	15	121	00:06:54a
	Three.	1	122	00:06:54b
	Two. One.	2	123	00:06:57a
	Let's fuck!	2	124	00:06:58a
	You want to know what money sounds like?	8	125	00:07:02a
	Go to a trading floor on Wall Street.	8	126	00:07:04a
	Fuck this, shit that.	4	127	00:07:05a
	Cunt, cock, asshole.	3	128	00:07:07a
	I couldn't believe how these guys talked to each other.	10	129	00:07:09a
	Good fucking package...	3	130	00:07:09b
	Piece of shit!	3	131	00:07:11a
	I was hooked in seconds.	5	132	00:07:13a
	It was like mainlining adrenaline.	5	133	00:07:16a
	Yeah. Fuckface, look at where the stock's at today,	9	134	00:07:16b
	huh? You motherfucker, you can't get any at 44...	9	135	00:07:21a
	Pick up the cocksucking phone!	5	136	00:07:21b
	Sorry...	1	137	00:07:26a
	You are such a fucking douchebag, Hanna.	7	138	00:07:28a
	We don't give two shits about how technology works because all we care about is getting fucking	17	139	00:07:31a
	rich.	1	140	00:07:34a
	Solid, 2,000.	2	141	00:07:34b
	Jordan Belfort.	2	142	00:07:37a
	Done! Time to paint the tape.	6	143	00:07:40a
	Whoo! 2,000.	2	144	00:07:40b
	Microsoft.	1	145	00:07:40c
	Going in the hole!	4	146	00:07:45a
	Come on.	2	147	00:07:47a
	Live. Live.	2	148	00:07:47b
	Hold on, that is hot.	5	149	00:07:51a
	In.	1	150	00:07:51b
	In. Shut that motherfucker.	4	151	00:07:51c
	Shut it!	2	152	00:07:51d
	Shut it!	2	153	00:07:51e
	Shut it!	2	154	00:07:54a
	Sold! Yeah.	2	155	00:08:15a
	Tootski?	1	156	00:08:23a
	Oh, no.	2	157	00:08:23b
	Thank you, though.	3	158	00:08:25a
	Mr. Hanna, what can I bring for you on this glorious afternoon?	12	159	00:08:28a
	Well, Hector, here's the game plan.	6	160	00:08:31a
	You're gonna bring us two Absolut martinis.	7	161	00:08:33a
	You know how I like them.	6	162	00:08:33b
	Straight up.	2	163	00:08:35a
	And then precisely seven and one half minutes after that,	10	164	00:08:38a
	you're gonna bring us two more.	6	165	00:08:39a
	Then two more after that every five minutes until one of us passes the fuck out.	16	166	00:08:45a
	Excellent strategy, sir.	3	167	00:08:47a
	I'm good with water for now.	6	168	00:08:49a
	Thank you.	2	169	00:08:51a
	It's his first day on Wall Street.	7	170	00:08:51b
	Give him time.	3	171	00:08:54a
	Thank you.	2	172	00:08:54b
	Mmm-hmm.	1	173	00:08:55a
	Thank you.	2	174	00:08:57a
	Mr. Hanna?	2	175	00:08:59a
	You're able to do drugs during the day and then still function,	12	176	00:09:02a
	still do your job?	4	177	00:09:05a
	How the fuck else would you do this job?	9	178	00:09:07a
	Cocaine and hookers, my friend.	5	179	00:09:09a
	Right.	1	180	00:09:11a
	Well, I got to say, I'm incredibly excited to be a part of your firm.	15	181	00:09:14a
	I mean...	2	182	00:09:17a
	The clients you have are absolutely...	6	183	00:09:18a
	Fuck the clients.	3	184	00:09:20a
	Your only responsibility is to put meat on the table.	10	185	00:09:25a
	You got a girlfriend?	4	186	00:09:26a
	I'm married.	2	187	00:09:26b
	I have a wife.	4	188	00:09:28a
	Her name is Teresa.	4	189	00:09:28b
	She cuts hair.	3	190	00:09:30a
	Congratulations.	1	191	00:09:30b
	Thank you.	2	192	00:09:31a
	Think about Teresa.	3	193	00:09:33a
	Name of the game.	4	194	00:09:34a
	Move the money from your client's pocket into your pocket.	10	195	00:09:38a
	Right.	1	196	00:09:39a
	But if you make your clients money at the same time,	11	197	00:09:41a
	it's advantageous to everyone.	4	198	00:09:41b
	Correct?	1	199	00:09:44a
	No. Number one rule of Wall Street.	7	200	00:09:49a
	Nobody...	1	201	00:09:50a
	I don't care if you're Warren Buffett or if you're Jimmy Buffett.	12	202	00:09:52a
	Nobody knows if a stock is gonna go up,	9	203	00:09:55a
	down, sideways, or in fucking circles.	6	204	00:09:57a
	Least of all stockbrokers,	4	205	00:09:57b
	right?	1	206	00:09:59a
	It's all a fugazi.	4	207	00:09:59b
	You know what a fugazi is?	6	208	00:10:02a
	Fugayzi.	1	209	00:10:02b
	It's a fake.	3	210	00:10:04a
	Fugayzi, fugazi, it's a whazy,	5	211	00:10:04b
	it's a woozy, it's...	4	212	00:10:07a
	Fairy dust.	2	213	00:10:07b
	It doesn't exist.	3	214	00:10:09a
	It's never landed.	3	215	00:10:09b
	It is no matter.	4	216	00:10:11a
	It's not on the elemental chart.	6	217	00:10:13a
	It's not fucking real.	4	218	00:10:15a
	Right?	1	219	00:10:15b
	Right.	1	220	00:10:17a
	Stay with me.	3	221	00:10:17b
	Mmm-hmm.	1	222	00:10:18a
	We don't create shit.	4	223	00:10:18b
	We don't build anything.	4	224	00:10:21a
	No.	1	225	00:10:22a
	So if you got a client who bought stock at eight and it now sits at 16,	17	226	00:10:25a
	he's all fucking happy.	4	227	00:10:27a
	He wants to cash in, liquidate,	6	228	00:10:29a
	take his fucking money and run home.	7	229	00:10:31a
	You don't let him do that.	6	230	00:10:31b
	Okay. 'Cause that would make it real.	7	231	00:10:33a
	Right.	1	232	00:10:35a
	No. What do you do?	5	233	00:10:36a
	You get another brilliant idea.	5	234	00:10:38a
	A special idea.	3	235	00:10:40a
	Another situation.	2	236	00:10:40b
	Another stock to reinvest his earnings and then some.	9	237	00:10:44a
	And he will, every single time.	6	238	00:10:47a
	Cause they're fucking addicted.	4	239	00:10:49a
	And you just keep doing this,	6	240	00:10:49b
	again and again and again.	5	241	00:10:52a
	Meanwhile, he thinks he's getting shit rich,	7	242	00:10:55a
	which he is, on paper.	5	243	00:10:57a
	But you and me, the brokers,	6	244	00:10:59a
	we're taking home cold hard cash via commission, motherfucker.	9	245	00:11:03a
	Right.	1	246	00:11:06a
	That's incredible, sir.	3	247	00:11:06b
	I can't tell you how excited I am.	8	248	00:11:09a
	You should be.	3	249	00:11:11a
	There's two keys to success in the broker business.	9	250	00:11:15a
	First of all...	3	251	00:11:16a
	You gotta stay relaxed.	4	252	00:11:19a
	Yeah. Do you jerk off?	5	253	00:11:23a
	Do I...	2	254	00:11:23b
	Do I jerk off?	4	255	00:11:25a
	Yeah. Yeah, I jerk off.	5	256	00:11:25b
	Yeah. How many times a week?	6	257	00:11:29a
	Like three or four.	4	258	00:11:31a
	Three or four times, maybe five.	6	259	00:11:32a
	Gotta pump those numbers up.	5	260	00:11:34a
	Those are rookie numbers in this racket.	7	261	00:11:36a
	I myself, I jerk off at least twice a day.	10	262	00:11:40a
	Wow. Once in the morning right after I work out,	10	263	00:11:42a
	then once right after lunch.	5	264	00:11:44a
	Really?	1	265	00:11:44b
	Mmm-hmm.	1	266	00:11:46a
	I want to.	3	267	00:11:46b
	That's not why I do it.	6	268	00:11:49a
	I do it 'cause I fucking need to.	8	269	00:11:52a
	Think about it.	3	270	00:11:52b
	You're dealing with numbers.	4	271	00:11:53a
	All day long, decimal points,	5	272	00:11:53b
	high frequencies.	2	273	00:11:56a
	Bang, bang, bang.	3	274	00:11:56b
	Fucking digits.	2	275	00:12:00a
	All very acidic above-the-shoulders mustard shit.	6	276	00:12:03a
	All right?	2	277	00:12:03b
	Mmm-hmm.	1	278	00:12:05a
	It kind of wigs some people out.	7	279	00:12:06a
	Right.	1	280	00:12:06b
	Mmm-hmm.	1	281	00:12:07a
	You got to feed the geese to keep the blood flowing.	11	282	00:12:09a
	I keep the rhythm below the belt.	7	283	00:12:11a
	Done. This is not a tip, this is a prescription.	10	284	00:12:14a
	Trust me.	2	285	00:12:14b
	Mmm-hmm.	1	286	00:12:16a
	If you don't, you will fall out of balance,	9	287	00:12:18a
	split your differential and tip the fuck over.	8	288	00:12:20a
	Or worse yet, I've seen this happen, implode.	8	289	00:12:24a
	No, I don't want to implode, sir.	7	290	00:12:26a
	No. No, you don't.	4	291	00:12:27a
	I'm in it for the long run,	7	292	00:12:27b
	you know?	2	293	00:12:28a
	Implosions are ugly.	3	294	00:12:28b
	Yeah. Pop off to the bathroom,	6	295	00:12:30a
	work one out any time you can.	7	296	00:12:32a
	When you get really good at it,	7	297	00:12:34a
	you'll fucking be stroking it and you'll be thinking about money.	11	298	00:12:37a
	Second key to success in this racket is this little baby right here.	13	299	00:12:43a
	It's called cocaine.	3	300	00:12:44a
	Right.	1	301	00:12:46a
	It'll keep you sharp between the ears.	7	302	00:12:48a
	It'll also help your fingers dial faster.	7	303	00:12:50a
	And guess what?	3	304	00:12:51a
	That's good for me.	4	305	00:12:53a
	Yes, sir.	2	306	00:12:55a
	Revolutions.	1	307	00:12:55b
	You follow?	2	308	00:12:57a
	Revolutions.	1	309	00:12:58a
	Keep the clients on the Ferris wheel.	7	310	00:13:00a
	And it goes.	3	311	00:13:00b
	The park is open 24/7, 365,	6	312	00:13:04a
	every decade, every goddamn century.	5	313	00:13:07a
	That's it.	2	314	00:13:07b
	The name of the game.	5	315	00:13:12a
	Halkidiki?	1	316	00:13:13a
	Mmm. Thank you.	3	317	00:13:16a
	Come on.	2	318	00:13:29a
	We're the common denominator.	4	319	00:13:38a
	Ah! Ah!	2	320	00:13:43a
	Keep it up for me.	5	321	00:13:45a
	You've seen the echo And the money comes in	9	322	00:13:49a
	The parade comes to town Going down Broadway It's a one-way street Whichever way I go	16	323	00:14:00a
	The next six months, I got to know the ins and outs of Wall Street.	15	324	00:14:04a
	Earning shit money as I geared up to take my Series 7.	12	325	00:14:11a
	Oh! Oh, fuckers.	3	326	00:14:16a
	Oh!	1	327	00:14:22a
	Then I was a licensed broker at last,	8	328	00:14:26a
	ready to make my fortune.	5	329	00:14:28a
	My first day as a future Master of the Universe.	10	330	00:14:39a
	I have Exxon at 86 1/4 six months ago.	9	331	00:14:42a
	Today it is trading at 36 1/2.	7	332	00:14:44a
	Mr...	1	333	00:14:49a
	They called it Black Monday.	5	334	00:14:52a
	No shit.	2	335	00:14:53a
	By 4:00 p.m., the market had dropped 508 points.	9	336	00:14:57a
	The biggest plummet since the crash of '29.	8	337	00:15:00a
	I know your family, you know mine.	7	338	00:15:02a
	No, I don't know.	4	339	00:15:02b
	Some fucking country in Europe took a shit.	8	340	00:15:05a
	Let them do what they want to fucking do.	9	341	00:15:06a
	Our market's solid.	3	342	00:15:08a
	This is not something that you want to sell.	9	343	00:15:09a
	You know what happened?	4	344	00:15:09b
	A fucking tsunami.	3	345	00:15:11a
	I think you're making a big mistake.	7	346	00:15:12a
	Yes, I will talk to your wife.	7	347	00:15:14a
	Trust me, do not answer the phone.	7	348	00:15:15a
	A lot of people are gonna be calling you,	9	349	00:15:17a
	trying to get your dirty laundry.	6	350	00:15:18a
	We don't know what's going on here.	7	351	00:15:19a
	I know.	2	352	00:15:19b
	I know.	2	353	00:15:21a
	Holy fucking shit!	3	354	00:15:38a
	Unbelievable.	1	355	00:15:40a
	My first shitty day as a broker.	7	356	00:15:42a
	Within a month, L.F.	4	357	00:15:42b
	Rothschild, an institution since 1899,	5	358	00:15:45a
	closed its doors.	3	359	00:15:50a
	Wall Street had swallowed me up and shit me right back out again.	13	360	00:15:57a
	We could pawn my engagement ring if we needed to.	10	361	00:16:00a
	Babe...	1	362	00:16:00b
	Because I don't mind.	4	363	00:16:02a
	If we needed to, I'm saying...	6	364	00:16:03a
	Will you listen to me?	5	365	00:16:03b
	Okay. You're not pawning anything.	5	366	00:16:04a
	Okay? Okay.	2	367	00:16:07a
	What do I always tell you?	6	368	00:16:08a
	You're gonna be a millionaire.	5	369	00:16:09a
	That's right.	2	370	00:16:09b
	Okay? Just let me look.	5	371	00:16:12a
	We'll find something.	3	372	00:16:13a
	How about this?	3	373	00:16:13b
	What? Nobody Beats the Wiz,	5	374	00:16:15a
	the electronics store.	3	375	00:16:17a
	Stock boy.	2	376	00:16:17b
	What do you think?	4	377	00:16:19a
	You're not gonna work at that place.	7	378	00:16:20a
	Yeah, but, you know, you start off...	7	379	00:16:22a
	Jordan, you're gonna be miserable at that place if you go there.	12	380	00:16:23a
	I know.	2	381	00:16:24a
	It's sales.	2	382	00:16:24b
	You work your way up, you'll be a general manager.	10	383	00:16:26a
	You're not gonna be a stock boy.	7	384	00:16:26b
	Why not?	2	385	00:16:28a
	Cause you're a stockbroker.	4	386	00:16:30a
	You understand that nobody's hiring stockbrokers right now?	8	387	00:16:32a
	You understand that?	3	388	00:16:34a
	Okay? Ah.	2	389	00:16:40a
	This place is.	3	390	00:16:42a
	What? What's that say?	4	391	00:16:44a
	Stockbrokers.	1	392	00:16:45a
	In Long Island?	3	393	00:16:48a
	Stockbrokers in Long Island?	4	394	00:16:48b
	Yeah. It's in Long Island.	5	395	00:16:49a
	So what?	2	396	00:17:01a
	Hey, I'm looking for	4	397	00:17:09a
	Investor's Center.	2	398	00:17:14a
	What's that?	2	399	00:17:14b
	You want to invest?	4	400	00:17:16a
	No.	1	401	00:17:16b
	Investor's Center.	2	402	00:17:16c
	I'm looking for	3	403	00:17:16d
	Investor's Center.	2	404	00:17:19a
	Yeah, yeah, that's us.	4	405	00:17:19b
	Hey. This is it.	4	406	00:17:19c
	This is it.	3	407	00:17:23a
	I'm Dwayne.	2	408	00:17:23b
	Yeah. You're Dwayne?	3	409	00:17:24a
	Hi, Dwayne.	2	410	00:17:24b
Wir haben telefoniert.	We spoke on the phone.	5	411	00:17:27a
	I'm Jordan Belfort.	3	412	00:17:28a
	I'm the broker from Rothschild in New York.	8	413	00:17:30a
	Yes, yeah.	2	414	00:17:30b
Nehmen Sie Platz.	Have a seat.	3	415	00:17:30c
Wie geht's Ihnen?	How are you?	3	416	00:17:33a
Wir hatten eine Unterhaltung...	We had a conversation...	4	417	00:17:34a
Wir haben vorhin telefoniert, richtig?	We spoke on the phone earlier, right?	6	418	00:17:34b
	Two hours ago.	3	420	00:17:35b
	Right.	1	421	00:17:36a
	Yeah.	1	422	00:17:40a
	They're up and comers.	4	423	00:17:40b
	That's what that means.	4	424	00:17:42a
	It's three cents a share, that's $3!	7	425	00:17:44a
	You cheap fuck!	3	426	00:17:46a
	So...	1	427	00:17:47a
	So where are your Quotrons here?	6	428	00:17:50a
	Quotrons?	1	429	00:17:50b
	Yeah. Your computers.	3	430	00:17:52a
	No, no.	2	431	00:17:52b
	We don't even need computers here.	6	432	00:17:54a
	We just trade right off the pink sheets here.	9	433	00:17:55a
Rosafarbene Blätter?	Pink sheets?	2	434	00:17:55b
Ja, es sind Pfennigaktien.	Yeah, they're penny stocks.	4	435	00:17:57a
Du weißt schon, Unternehmen, die nicht an der NASDAQ notiert werden können,	You know, companies that can't get listed on NASDAQ,	9	436	00:17:59a
die nicht genug Kapital haben?	they don't have enough capital?	5	437	00:18:00a
Ihre Aktien werden hier gehandelt.	Their shares trade here.	4	438	00:18:02a
	Penny stocks?	2	439	00:18:02b
	Yeah. This one, Aerodyne, is a really interesting...	8	440	00:18:06a
	Or Aerotyne...	2	441	00:18:08a
	Aerotyne, yeah.	2	442	00:18:10a
	Aero...	1	443	00:18:10b
	Aerotyne...	1	444	00:18:11a
	Aerotyne.	1	445	00:18:11b
	Yeah. Very hot stock right now.	6	446	00:18:14a
	Oh, yeah?	2	447	00:18:15a
Es sind nur ein paar Brüder, die aus ihrer Garage Radarwarner bauen.	They're just a couple of brothers that are making radar detectors out of their garage.	15	448	00:18:18a
	They're out in Dubuque.	4	449	00:18:19a
	Maybe it's microwaves.	3	450	00:18:19b
	I'm not sure.	3	451	00:18:20a
Aber du rufst die Hauptleitung des Unternehmens an,	But you call the company's main line,	7	452	00:18:22a
ihre Mutter, Dorothy, antwortet, und sie ist so süß.	their mom, Dorothy, answers and she is so sweet.	9	453	00:18:23a
	Good company.	2	454	00:18:23b
	I actually don't know what else to...	7	455	00:18:25a
Ich weiß nichts anderes über sie, davon abgesehen.	I don't know anything else about them, other than that.	10	456	00:18:27a
	Six cents a share?	4	457	00:18:30a
	Hey, come on.	3	458	00:18:30b
Wer kauft diesen Scheiß?	Who buys this crap?	4	459	00:18:33a
	Well, I mean...	3	460	00:18:34a
Ehrlicherweise meist Trottel.	Honestly, mostly schmucks.	3	461	00:18:35a
Postboten, es gibt immer Postboten.	Postmen, there's always postmen.	4	462	00:18:38a
Klempner.	Plumbers.	1	463	00:18:40a
Sie sehen unsere Anzeigen auf der Rückseite von Hustler und Popular Mechanics.	They see our ads in the back of Hustler and Popular Mechanics.	12	464	00:18:43a
Unsere Anzeigen sagen nämlich, dass sie schnell reich werden können.	Our ads actually say they can get rich quick.	9	465	00:18:46a
Hustler?	Hustler?	1	466	00:18:46b
Ja. Du weißt schon, diese Mädchenzeitschriften.	Yeah. You know, those girlie magazines.	6	467	00:18:48a
	Yeah, yeah.	2	468	00:18:48b
	Nudie mag.	2	469	00:18:50a
	A lot.	2	470	00:18:50b
	Yeah.	1	471	00:18:51a
Wir helfen ihnen dabei, Häuser zu finanzieren,	We're helping them finance houses,	5	472	00:18:53a
wir helfen ihnen, ihrer Frau einen Diamantring zu kaufen...	we're helping them buy their wife a diamond ring...	9	473	00:18:55a
Ein Boot vielleicht.	A boat maybe.	3	474	00:18:56a
	Is this...	2	475	00:18:56b
Ist der Kram hier geregelt oder seid ihr Jungs...	Is this stuff regulated or are you guys...	8	476	00:18:59a
	What are you doing here?	5	477	00:19:01a
	Uh...	1	478	00:19:03a
Sozusagen.	Sort of.	2	479	00:19:04a
	Sort of?	2	480	00:19:07a
	Jesus Christ, the spread on these is huge.	8	481	00:19:09a
	Yeah. And that's the point, that's...	6	482	00:19:11a
	What's your name again?	4	483	00:19:12a
	Mine...	1	484	00:19:12b
	Jordan Belfort.	2	485	00:19:13a
	Jordan, what do you get on that blue chip stock?	10	486	00:19:15a
	I make one percent.	4	487	00:19:15b
	Or I did make one percent.	6	488	00:19:18a
	Pink sheets, it's 50.	4	489	00:19:23a
	It's 50%?	2	490	00:19:25a
	50% commission?	2	491	00:19:27a
	Yup. For what?	3	492	00:19:29a
	It's our markup for our services.	6	493	00:19:32a
	And so if I...	4	494	00:19:32b
	If I...	2	495	00:19:33a
	If I sell a stock at $10000,	7	496	00:19:33b
	my commission is 5000 bucks?	5	497	00:19:38a
Wenn du diesen Bestand im Wert von $10000 verkaufst,	If you sell $10000 worth of this stock,	8	498	00:19:40a
Ich werde dir persönlich einen kostenlosen Blowjob verpassen.	I will personally give you a blowjob for free.	9	499	00:19:43a
Und ich hoffe, es geschieht.	And I hope it happens.	5	500	00:19:46a
Hallo, John, wie geht es Ihnen heute?	Hello, John, how are you doing today?	7	501	00:19:50a
Sie haben meiner Firma vor ein paar Wochen eine Postkarte geschickt,	You mailed in my company a postcard a few weeks back,	16	502	00:19:53a
Informationen über Pfennigbestände angefordert,	requesting information on penny stocks,			00:19:53b
die ein enormes Aufwärtspotenzial hatten,	that had huge upside potential,			00:19:53c
mit sehr geringem Abwärtsrisiko.	with very little downside risk.	10	503	00:19:58a
Klingelt da was bei Ihnen?	Does that ring a bell?	5	504	00:19:58b
Ja, ich habe vielleicht etwas geschickt.	Yeah, I may have sent something.	6	505	00:20:00a
Der Grund für den Anruf heute, John, ist,	The reason for the call today, John, is,	6	507	00:20:00c
Etwas ist gerade auf meinem Schreibtisch gelandet, John.	something just came across my desk, John.	9	508	00:20:06a
Es ist vielleicht das Beste, was ich in den letzten sechs Monaten gesehen habe.	It is perhaps the best thing I've seen in the last six months.	13	509	00:20:09a
Wenn Sie 60 Sekunden Zeit haben, würde ich die Idee gerne mit Ihnen teilen.	If you have 60 seconds, I'd like to share the idea with you.	13	510	00:20:11a
Haben Sie eine Minute Zeit?	You got a minute?	4	511	00:20:12a
Eigentlich, ich bin wirklich sehr...	Actually, I'm really very...	4	512	00:20:13a
Der Name der Firma, Aerotyne International.	The name of the company, Aerotyne International.	6	513	00:20:13b
Es ist ein hochmodernes Hightech-Unternehmen aus dem Mittleren Westen.	It is a cutting edge high-tech firm out of the Midwest	16	515	00:20:21a
in Erwartung der bevorstehenden Patentgenehmigung	awaiting imminent patent approval			00:20:21b
für die nächste Generation von Radarwarngeräten,	on the next generation of radar detectors,			00:20:21c
die heute sowohl im militärischen als auch im zivilen Bereich große Bedeutung haben.	that have both huge military and civilian applications now.	14	516	00:20:24a
Im Moment, John, werden die Aktien außerbörslich zu 10 Cent pro Aktie gehandelt.	Right now, John, the stock trades over-the-counter at 10 cents a share.	13	517	00:20:32a
Übrigens, John, unsere Analysten weisen darauf hin,	And by the way, John, our analysts indicate,	19	518	00:20:37a
es könnte noch viel höher gehen.	it could go a heck of a lot higher than that.			00:20:37b
Und übrigens, John, unsere Analysten weisen darauf hin, dass es noch viel höher gehen könnte.	And by the way, John, our analysts indicate, it could go a heck of a lot higher than that.			00:20:37c
Ihr Gewinn bei einer Investition von nur 6000 Dollar würde über 60000 Dollar betragen!	Your profit on a mere $6000 investment would be upwards of $60000!	12	519	00:20:43a
Mein Gott! Das ist meine Hypothek, Mann.	Jesus! That's my mortgage, man.	1	520	00:20:43b
Genau. Sie könnten Ihre Hypothek abbezahlen.	Exactly. You could pay off your mortgage.	1	522	00:20:45b
Diese Aktien würden mein Haus abbezahlen?	This stock will pay off my house?	7	524	00:20:48a
John, eines kann ich Ihnen versprechen, selbst auf diesem Markt, ist,	John, one thing I can promise you, even in this market, is	7	525	00:20:48b
dass ich meine Kunden nie darum bitte, mich nach meinen Gewinnern zu beurteilen.	that I never ask my clients to judge me on my winners.	17	526	00:20:55a
Ich bitte sie, mich nach meinen Verlierern zu beurteilen, weil ich so wenige habe.	I ask them, to judge me on my losers, because I have so few.	14	527	00:20:59a
Und im Falle von Aerotyne	And in the case of Aerotyne,	6	528	00:21:00a
auf der Grundlage aller technischen Faktoren, die es gibt,	based on every technical factor out there,	7	529	00:21:00b
Und im Falle von Aerotyne auf der Grundlage aller technischen Faktoren, die es gibt,	And in the case of Aerotyne, based on every technical factor out there,			00:21:00c
John, wir erwarten einen Grand Slam Home Run.	John, we are looking at a grand slam home run.	10	530	00:21:06a
Okay, tun wir's.	Okay, let's do it.	4	531	00:21:06b
