DE	EN	LEN	ROW	TIME
	We have roots here, Homer.	5	27	00:02:07a
Wir haben Freunde und Familie und Bibliotheksausweise.	We have friends and family and library cards.	8	28	00:02:07b
	Bart's lawyer is here.	4	29	00:02:12a
Aber, Marge, dies ist eine Chance für mich, mir meinen Lebenstraum zu erfüllen.	But, Marge, this is a chance for me to fulfill my lifelong dream.	13	30	00:02:17a
	What lifelong dream?	3	31	00:02:17b
Versprecht, nicht zu lachen?	Promise not to laugh?	4	32	00:02:21a
	I always wanted to own the Dallas Cowboys.	8	33	00:02:29a
	I'm sorry, Dad.	3	34	00:02:29b
Ich finde das einfach sehr niedlich.	I just find that very cute.	6	35	00:02:32a
	Homer, I don't wanna leave Springfield.	6	36	00:02:35a
Ich bin hier in einen fröhlichen Trott verfallen...	I've dug myself into a happy little rut here...	9	37	00:02:38a
und ich habe nicht vor, mich daraus zu befreien.	...and I'm not about to hoist myself out of it.	10	38	00:02:40a
Nimm einfach den Trott mit, Schatz.	Just bring the rut with you, honey.	7	39	00:02:40b
Komm, seht euch das an.	Come on, take a look.	5	40	00:02:46a
Die Geschichte einer Stadt.	A tale of one city.	5	42	00:02:51a
Sehen wir uns etwas anderes an.	Let's watch something else.	4	43	00:02:52a
Homer, du versuchst uns zu überreden, an diesen Ort zu ziehen.	Homer, you're trying to talk us into moving to this place.	11	44	00:02:55a
	Oh, yeah, that's right.	4	45	00:02:55b
	Let's watch this.	3	46	00:02:58a
	Look at this place.	4	47	00:03:00a
Jemand sollte eine Stadt bauen, die funktioniert.	Somebody ought to build a town that works.	8	48	00:03:02a
Jemand hat es getan.	Somebody did.	2	49	00:03:14a
	It's called Cypress Creek.	4	50	00:03:16a
	A planned community designed for the workers of the Globex Corporation.	11	51	00:03:20a
	Cypress Creek, where dreams come true.	6	52	00:03:23a
	Your dreams may vary from those of Globex Corporation and its subsidiaries.	12	53	00:03:27a
	Well, what do you think of me and Cypress Creek now, Marge?	11	54	00:03:27b
	It does seem nicer than Springfield.	6	56	00:03:33a
	Did you notice people weren't shoving or knocking each other down?	12	57	00:03:37a
War noch nie an einem solchen Ort.	Never been to a place like that before.	8	58	00:03:37b
Ich auch nicht.	Me neither.	2	59	00:03:42a
Nun, wir könnten das zusätzliche Geld brauchen...	Well, we could use the extra money...	7	60	00:03:45a
...und dieses Haus fällt auseinander.	...and this house is falling apart.	6	61	00:03:48a
	Oh, wow, windows.	3	63	00:03:55b
Ich glaube nicht, dass ich mir diesen Ort leisten könnte.	I don't think I could afford this place.	8	64	00:04:00a
	Hello.	1	65	00:04:00b
	I am not interested in buying the house.	8	66	00:04:03a
	But I would like to use your restroom,	8	67	00:04:03b
	flip through your magazines...	4	68	00:04:06a
	...rearrange your carefully shelved items...	5	69	00:04:09a
	...and handle your food in an unsanitary way.	8	70	00:04:12a
	Now you know how it feels!	6	71	00:04:14a
	Come again.	2	73	00:04:17a
	We'll never sell this rotten dump.	6	74	00:04:21a
	A little help here.	4	75	00:04:22a
Auch wenn wir das Haus verkaufen,	Even if we sell the house,	6	76	00:04:22b
wir sind immer noch nicht nahe daran, die Hypothek abzuzahlen.	we still don't come close to paying off the mortgage.	10	77	00:04:28a
	Homer, about those things you borrowed from me over the years.	11	79	00:04:41a
	You know, the TV trays, the power sander,	8	80	00:04:41b
	the downstairs bathtub.	3	81	00:04:46a
	You gonna be needing those things in Cypress Creek?	9	82	00:04:52a
Auf Wiedersehen!	So long!	2	86	00:05:04a
Gott segne dich!	God bless you!	3	87	00:05:04b
Wir sehen uns.	See you.	2	88	00:05:06a
Pass auf dich auf.	Take care.	2	91	00:05:10a
Lebt wohl.	Fare thee well.	3	93	00:05:12a
	I'm gonna miss Springfield.	4	105	00:05:27b
	This town's been awfully good to us.	7	106	00:05:32a
	No, it hasn't, Dad.	4	107	00:05:32b
Deshalb gehen wir weg.	That's why we're leaving.	4	108	00:05:34a
	So long, stinktown.	3	110	00:05:51a
	It says here one of these giant redwood trees can provide enough sawdust...	13	111	00:05:55a
	...to cover an entire day's worth of vomit at Disneyland.	10	112	00:06:11a
	Here we are.	3	113	00:06:11b
	15201 Maple Systems Road.	4	114	00:06:15a
	Our new home.	3	115	00:06:21a
	I call this room.	4	116	00:06:27a
	I am here to welcome you on behalf of the president of the Globex Corporation:	15	117	00:06:32a
	Me. Try the papayas.	4	118	00:06:32b
	They're juicy and full of papain.	6	119	00:06:35a
	Makes you strong like Popeye.	5	120	00:06:35b
	See. Same thing.	3	123	00:06:39b
	Oh, forget it.	3	125	00:06:41b
	How are you?	3	126	00:06:41c
	I'm Hank Scorpio.	3	127	00:06:43a
	Wow, my boss.	3	128	00:06:43b
	Don't call me that word.	5	129	00:06:46a
	I don't like things that elevate me above the others.	10	130	00:06:49a
	I'm just like you.	4	131	00:06:49b
Sicher, ich komme später...	Sure, I come later in the day...	7	132	00:06:51a
...werde besser bezahlt, nehme längere Urlaube.	...get paid more, take longer vacations.	6	133	00:06:51b
Aber das Wort Chef gefällt mir nicht.	But I don't like the word boss.	7	134	00:06:55a
	Look at my feet.	4	135	00:06:55b
	Okay. Like those moccasins?	4	136	00:06:57a
	There's a pair for you.	5	137	00:06:57b
Mag sie nicht...	Don't like them...	3	138	00:07:00a
Dann ich auch nicht!	Then neither do I!	4	139	00:07:00b
	Get the hell out of here.	6	140	00:07:03a
	Ever see a guy say goodbye to a shoe?	9	141	00:07:05a
	Yes. Once.	2	142	00:07:05b
	Mr. Scorpio...	2	143	00:07:07a
	...this house is almost too good for us.	8	144	00:07:07b
	I keep expecting to get the bum's rush.	8	145	00:07:12a
	We don't have bums.	4	146	00:07:12b
	If we did, they wouldn't rush.	6	147	00:07:15a
	They'd go their own pace.	5	148	00:07:15b
	If you'll excuse me...	4	149	00:07:17a
	...I'm in the middle of a fun run.	8	150	00:07:17b
	See you at work tomorrow.	5	151	00:07:20a
	Although, I don't really like to call it work.	9	152	00:07:31a
	Okay, the oven is cleaning itself.	6	153	00:07:31b
	The auto-vac's on dirt patrol.	5	154	00:07:39a
	And Maggie's enjoying her Swing-A-Majig.	5	155	00:07:50a
	I can't believe it.	4	156	00:07:50b
Ich habe meine ganze Hausarbeit erledigt und es ist erst 9:30 Uhr.	I've done all my housework and it's only 9:30.	9	157	00:07:56a
Nun, besser nach oben gehen und sicherstellen, dass die Betten noch gemacht sind.	Well, better go upstairs and make sure the beds are still made.	12	158	00:08:06a
	You will notice, my new best friend,	7	159	00:08:06b
	we are pretty casual around here.	6	160	00:08:10a
	Yes, sir.	2	161	00:08:10b
	I will notice that.	4	162	00:08:10c
	Very casual, Mr. Scorpion.	4	163	00:08:14a
	Don't call me Mr. Scorpion.	5	164	00:08:14b
	It's Mr. Scorpio.	3	165	00:08:16a
	Don't call me that either.	5	166	00:08:16b
	Call me Hank.	3	167	00:08:18a
	Before we continue, would you mind hanging my coat up on the wall, please?	13	168	00:08:18b
		1	169	00:08:24a
	Let's see...	2	170	00:08:29a
	At Globex, we don't believe in walls.	7	172	00:08:31a
	As a matter of fact, I didn't even give you my coat.	12	173	00:08:37a
	Having a place like this has always been my dream, Homer.	12	174	00:08:38a
	What's your dream?	3	175	00:08:43a
	To work for you?	4	176	00:08:43b
	Don't do that.	3	177	00:08:45a
	My butt is for sitting, not for kissing.	8	178	00:08:47a
	Now, you tell me the truth.	6	179	00:08:47b
	What's your dream?	3	180	00:08:47c
	Your real dream?	3	181	00:08:51a
	Someday I'd like to own the Dallas Cowboys.	8	182	00:08:55a
	Bet people laughed when you told them.	7	183	00:08:57a
	Homer, don't give up.	5	184	00:08:59a
	They laughed at me the first time I wore jeans with a sport coat.	14	185	00:09:03a
	I was the first wealthy man in America to ever do that.	12	186	00:09:03b
	Now they all do it.	5	187	00:09:07a
	Heard of Mike Milken?	4	188	00:09:07b
	No. Hi there.	3	190	00:09:09b
	How you doing?	3	191	00:09:10a
	How you doing?	3	192	00:09:10b
	Now, Homer.	2	193	00:09:12a
	These gentlemen will be your eyes and ears.	8	194	00:09:14a
	And should the need arise,	5	195	00:09:14b
	they'll fill in for any body part.	7	196	00:09:17a
	Your job is to manage and motivate them.	8	197	00:09:19a
	Give them the benefit of your years of experience.	9	198	00:09:22a
	Don't worry.	2	199	00:09:22b
	That won't take long.	4	200	00:09:24a
	The key to motivation is trust.	6	201	00:09:24b
	Let me show you what I mean.	7	202	00:09:27a
	Close your eyes, fall backwards, and I'll catch you.	5	203	00:09:27b
	That's gonna show what trust is about.	7	205	00:09:30b
	Three.	1	208	00:09:32c
	Two. One second.	3	209	00:09:35a
	Hello.	1	210	00:09:37a
	Oh, God.	2	211	00:09:37b
	A guy's on the floor.	5	212	00:09:38a
	That was a call.	4	213	00:09:38b
	Don't chalk that up to mistrust.	6	214	00:09:41a
	Yes. What happened?	3	215	00:09:41b
	When did that happen?	4	216	00:09:41c
	How much of it?	4	217	00:09:45a
	Goodness.	1	218	00:09:45b
	I'll be right up.	4	219	00:09:45c
	Homer, I gotta go upstairs.	5	220	00:09:45d
	There's a problem.	3	221	00:09:49a
	Somebody ate part of my lunch.	6	222	00:09:49b
	I'm leaving everything to you.	5	223	00:09:52a
	We're on a tight schedule.	5	224	00:09:52b
	You keep them motivated.	4	225	00:09:58a
	Are you guys working?	4	226	00:09:58b
	Yes, sir, Mr. Simpson.	4	227	00:10:02a
	...work any harder than this?	5	229	00:10:05a
	Sure thing, boss.	3	230	00:10:07a
	Hey, call me Homer.	4	231	00:10:20a
	You've got a fresh sound.	5	232	00:10:20b
	It'll play well at this school.	6	233	00:10:24a
	Do you have a best friend yet?	7	235	00:10:27a
	Because I've been looking for someone to boss me around.	10	236	00:10:31a
	Okay, folks.	2	237	00:10:31b
	Let's do it to it.	5	238	00:10:31c
	Grammar, that is.	3	239	00:10:35a
	Everybody write down this sentence and circle the nouns.	9	240	00:10:42a
	Bart, as the newest addition to our menagerie,	8	241	00:10:42b
	you have the honors.	4	242	00:10:49a
	Well, start by reading the sentence.	6	243	00:10:51a
		5	244	00:11:03a
	So you've never learned cursive?	5	245	00:11:05a
	Well, I know hell and damn and bi...	8	246	00:11:08a
	I mean cursive handwriting. Script.	4	247	00:11:08b
		1	248	00:11:08c
	Do you know the multiplication tables?	6	249	00:11:12a
	Long division?	2	250	00:11:12b
	I know of them.	4	251	00:11:17a
	You know, Bart, I think you'd profit from a more remedial environment.	12	252	00:11:21a
	I'm sure you'll feel right at home in the leg-up program.	11	253	00:11:44a
	Guess I can't complain.	4	254	00:11:44b
	Everything's perfect here.	3	255	00:11:59a
	So, what are you in for?	6	256	00:12:00a
	I moved here from Canada and they think I'm slow, eh?	10	257	00:12:00b
	I fell off the jungle gym.	7	258	00:12:05a
	And when I woke up, I was in here.	9	259	00:12:10a
	I start fires.	3	260	00:12:13a
	Okay. Now, everyone take out your safety pencil and a circle of paper.	13	261	00:12:18a
	This week I hope we can finish our work on the letter A.	13	262	00:12:21a
	Let me get this straight:	5	263	00:12:23a
	We're behind our class and we're going to catch up to them...	12	264	00:12:26a
	...by going slower than they are?	6	265	00:12:28a
	Stop it.	2	271	00:12:32b
	Stop it.	2	272	00:12:32c
	Warren, Melvin, Gary, Dot, Gordy.	5	273	00:12:35a
	Look, lady, I'm supposed to be in the fourth grade.	10	274	00:12:38a
	Sounds to me like someone's got a case of the s'posed to's.	12	275	00:12:47a
	Wildflowers.	1	277	00:12:53b
	We don't have you in Springfield.	6	278	00:12:59a
	Hello, Mr. Chipmunk.	3	279	00:12:59b
	You're a northern reticulated chipmunk.	5	280	00:13:04a
	Yes, you are.	3	281	00:13:04b
	You are so reticulated.	4	282	00:13:08a
	You're out kind of early.	5	284	00:13:19a
	Mr. Scorpio says productivity is up 2 percent.	8	285	00:13:22a
	And it's all because of my motivational techniques.	8	286	00:13:26a
	Like doughnuts, and the possibility of more doughnuts to come.	10	287	00:13:30a
	I knew you'd do well, Homer.	6	288	00:13:33a
	Sports collectibles.	2	289	00:13:33b
	Wow, a baseball made out of Secretariat.	7	290	00:13:40a
	Tom Landry's hat.	3	291	00:13:40b
	And it's autographed.	3	292	00:13:43a
	To Berman's Dry Cleaning.	4	293	00:13:43b
	Best wishes,	2	294	00:13:43c
	Tom Landry.	2	295	00:13:48a
	Why don't you buy it?	5	296	00:13:48b
	I can't buy that.	4	297	00:13:51a
	Only management guys with big salaries like me can afford things like that.	13	298	00:13:56a
	Guys like me.	3	299	00:13:56b
	I'm a guy like me!	5	300	00:13:59a
	All right, team, it's the fourth quarter.	7	301	00:14:01a
	The Lord gave us the atoms and it's up to us to make them dance.	15	302	00:14:07a
	Hey, if Tom Landry's hat doesn't motivate you,	2	303	00:14:07b
	I should quit right now.	5	305	00:14:12a
	I'm sorry.	2	306	00:14:12b
	We're just a little tired, sir.	6	307	00:14:14a
	We've been pushing ourselves hard to get the reactor online.	10	308	00:14:17a
	Tired, eh?	2	309	00:14:17b
	What you guys need is hammocks.	6	310	00:14:26a
	What can I do for you?	6	312	00:14:28a
	Sir, where can I get some business hammocks?	8	313	00:14:30a
	Hammocks.	1	314	00:14:30b
	My goodness, what an idea.	5	315	00:14:30c
	Why didn't I think of that?	6	316	00:14:30d
	Hammocks!	1	317	00:14:35a
	Homer, there are four places.	5	318	00:14:35b
	The Hammock Hut.	3	319	00:14:35c
	That's on Third.	3	320	00:14:38a
	That's on Third too.	4	323	00:14:41a
	Put Your Butt There.	3	324	00:14:41b
		1	325	00:14:41c
	That's on Third.	3	326	00:14:41d
	Yes. Swing Low Sweet Chariot.	5	327	00:14:44a
	They're all in the same complex.	6	329	00:14:48a
	The hammock complex on Third.	5	330	00:14:48b
	The Hammock District.	3	331	00:14:51a
	That's right.	2	332	00:14:51b
	Ready for the linkup, Mr. Scorpio.	6	333	00:14:53a
	Homer, one second.	3	334	00:14:53b
	I gotta take care of this.	6	335	00:14:53c
	Very important.	2	336	00:14:53d
	Be right back.	3	337	00:14:57a
	Fine. Good afternoon, gentlemen.	4	338	00:15:01a
	This is Scorpio.	3	339	00:15:04a
	I have the doomsday device.	5	340	00:15:04b
	You have 72 hours to deliver the gold...	8	341	00:15:08a
	...or you face the consequences.	5	342	00:15:10a
	And to prove I'm not bluffing,	6	343	00:15:10b
	watch this.	2	344	00:15:17a
	Oh, my God.	3	345	00:15:17b
	The 59th Street Bridge.	4	346	00:15:20a
	Maybe it just collapsed on its own.	7	347	00:15:22a
	We can't take that chance.	5	348	00:15:24a
	You always say that.	4	349	00:15:24b
	I want to take a chance.	6	350	00:15:27a
	Collapsed on its own.	4	351	00:15:27b
	You have 72 hours.	4	353	00:15:29b
	See you.	2	354	00:15:31a
	Back to the hammocks, my friend.	6	355	00:15:31b
	There's a little place called Mary Ann's Hammocks.	8	357	00:15:36a
	The nice thing about that place is Mary Ann gets in the hammock with you.	15	358	00:15:40a
	I'm just kidding.	3	359	00:15:42a
	Know who invented the hammock?	5	360	00:15:42b
	No. That's something for you to do.	7	361	00:15:43a
	Find that out.	3	362	00:15:53a
	Any sugar around here?	4	363	00:15:53b
	Try in there, Homer.	4	364	00:16:02a
	I'm keeping two of my fingers crossed you're gonna...	9	366	00:16:05a
	...have that nuclear generator up by tomorrow.	7	367	00:16:08a
	Yes, sir.	2	368	00:16:08b
	No problemo.	2	369	00:16:08c
	Good. By the way, Homer...	5	370	00:16:11a
	...what's your least favorite country?	5	371	00:16:11b
	Italy or France?	3	372	00:16:14a
	France.	1	373	00:16:14b
	Nobody ever says Italy.	4	374	00:16:21a
	I never noticed this office before.	6	375	00:16:21b
	Why should you, it's mine.	5	376	00:16:25a
	You have any sugar around here?	6	377	00:16:25b
	Sugar?	1	378	00:16:25c
	Sure. Here you go.	4	379	00:16:30a
	Sorry it's not in packages.	5	380	00:16:33a
	Want some cream?	3	381	00:16:33b
	Hooray. Everyone's a winner.	1	384	00:17:02b
	Oh, the whole forest is blooming.	6	386	00:17:13a
	Excuse me.	2	387	00:17:18a
	My eyes are burning.	4	388	00:17:27a
	Little chipmunk friend, I'm allergic to everything.	7	389	00:17:46a
	Ingenious, isn't it, Mr. Bont?	5	390	00:17:49a
	Scorpio, you're totally mad.	4	391	00:17:49b
	I wouldn't point fingers, you jerk.	6	392	00:17:53a
	So do you expect me to talk?	7	393	00:17:55a
	I don't expect anything from you except to die and be a cheap funeral.	14	394	00:17:59a
	You're gonna die now.	4	395	00:18:12a
	Stop him!	2	396	00:18:12b
	He's supposed to die!	4	397	00:18:17a
	Nice work, Homer.	3	398	00:18:17b
	Am I proud of you.	5	399	00:18:17c
	Well. When you go home tonight,	6	400	00:18:21a
	there's gonna be another story on your house.	8	401	00:18:25a
	I tackled a loafer at work today.	7	403	00:18:31a
	Say, what's with you sad sacks?	6	404	00:18:31b
	I'm allergic to everything here.	5	405	00:18:36a
	My nose is so stuffed up, I can't even taste Mom's delicious boiled celery.	14	406	00:18:41a
	I've been so bored since we moved I've been drinking a glass of wine every day.	16	407	00:18:46a
	Doctors say you should drink a glass and a half.	10	408	00:18:48a
	But I just can't drink that much.	7	409	00:18:50a
	Well, the Simpson men are doing fine, right, Bart?	7	410	00:18:50b
	You haven't gotten in trouble at school.	7	412	00:18:55a
	I can't get in trouble at school.	7	413	00:18:55b
	They put me in the remedial class.	7	414	00:18:59a
	I'm surrounded by arsonists...	4	415	00:19:01a
	...and kids with mittens pinned to their jackets all year round.	11	416	00:19:05a
	We wanna go back to Springfield.	6	418	00:19:09a
	What? We've got it great here.	6	419	00:19:12a
	And for the first time in my life,	8	420	00:19:12b
	I'm actually good at my job.	6	421	00:19:15a
	My team is way ahead of the weather machine and germ warfare divisions.	13	422	00:19:20a
	It's up to you, Homer.	5	423	00:19:20b
	Whatever you decide, that's what we'll do.	7	424	00:19:36a
	T-minus one minute, 35 seconds.	5	425	00:19:51a
	I got a problem, Hank.	5	426	00:19:51b
	Homer, could it wait a sec, please?	6	427	00:19:51c
	Well, it's pretty important.	4	429	00:19:59a
	Say, what's going on?	4	430	00:19:59b
	A little trouble with the government.	6	431	00:20:02a
	Those jerks.	2	432	00:20:02b
	Always walking over the small businessman.	6	433	00:20:06a
	Don't get me started about the government.	7	434	00:20:08a
	What's the problem?	3	435	00:20:08b
	My family wants to move to Springfield.	7	436	00:20:12a
	Let them go.	3	437	00:20:12b
	You'll stay here with me.	5	438	00:20:12c
	We'll go bowling.	3	439	00:20:15a
	What's bothering them?	3	440	00:20:15b
	Nothing big.	2	441	00:20:15c
	It's a lot of little things.	6	442	00:20:19a
	Can't argue with the little things.	6	443	00:20:19b
	The little things make up life.	6	444	00:20:24a
	Homer, I'm disappointed, but you need to do what's best for your family.	13	445	00:20:28a
	Well, thanks for everything, Hank.	5	446	00:20:30a
	T-minus 14 seconds.	3	447	00:20:33a
	Need anything, you call me.	4	448	00:20:33b
	What's the number?	3	450	00:20:35a
	I never had to call my company.	7	451	00:20:35b
	Someone will tell you upstairs.	5	452	00:20:39a
	But, Homer, on your way out,	6	453	00:20:39b
	if you wanna kill somebody,	5	454	00:20:39c
	it would help me a lot.	4	455	00:20:52a
	You're missing out on some fun.	6	457	00:21:17a
	Let me just get my girlfriend and I'll go.	9	459	00:21:21a
	Wake up.	2	461	00:21:25a
	Telegram.	1	462	00:21:28a
	Project Arcturus couldn't have succeeded without you.	7	463	00:21:32a
	This will get you a little closer to that dream of yours.	12	464	00:21:35a
	It's not the Dallas Cowboys, but it's a start.	5	465	00:21:35b
	Drop me a line if you're on the East Coast.	10	467	00:21:38b
	I think owning the Denver Broncos is pretty good.	9	470	00:21:50a
	Well, explain to me why it isn't.	7	472	00:21:54a
	You just don't understand football, Marge.	6	473	00:22:04a
