DE	EN	LEN	ROW	TIME
	Oh, my God.	3	65	00:02:48b
	She's a child.	3	66	00:02:51a
Ich sage, wir töten ihn und lassen seine minderjährige Hure zusehen.	I say we kill him and make his underage whore watch.	11	67	00:02:55a
Hör zu, ich weiß, wie schmerzhaft das ist, aber vielleicht...	Listen, I know how painful this is, but maybe...	7	68	00:02:55b
vielleicht ist das deine Chance, endlich weiterzuziehen.	maybe this is your chance to finally move on.	9	70	00:03:01a
Mel, du verdienst so viel besseres.	Mel, you deserve so much better.	6	71	00:03:04a
	She's right.	2	72	00:03:05a
	You're the kindest, most loving person in the world.	9	73	00:03:08a
	I hope the plane crashes and kills them both.	9	74	00:03:12a
	Make it stop!	3	75	00:03:13a
Sie hat das nicht verursacht!	She didn't cause this!	4	76	00:03:16a
	Make it stop!	3	77	00:03:17a
Hier spricht Captain Reid.	This is Captain Reid speaking.	5	78	00:03:17b
Alle Passagiere und Flugbegleiter.	All passengers and flight attendants.	9	79	00:03:20a
Bitte nehmen Sie Ihre Plätze ein, legen Sie Ihre Sicherheitsgurte an.	Please take your seats, fasten your seat belts.	4	80	00:03:26a
Ich wusste, dass so etwas passieren würde.	I knew something like this would happen.	7	81	00:03:28a
Alle Großen gehen in Flugzeugen unter.	All the great ones go down in planes.	8	82	00:03:31a
Wir haben die Freigabe für eine Notlandung erhalten.	We've been cleared for an emergency landing.	7	83	00:03:31b
Bitte bleiben Sie ruhig.	Please remain calm.	3	84	00:03:37a
	All I cared about was being successful,	7	85	00:03:37b
	and now I'm gonna die and I never got married Or had children!	13	86	00:03:43a
	And I never won a daytime Emmy!	7	87	00:03:45a
	Not even the season I so courageously battled Lyme disease!	10	88	00:03:50a
	And I've never done anything impulsive except get on this plane and look where that got me!	17	89	00:03:52a
Ich möchte, dass sich alle auf den Aufprall vorbereiten.	I need everyone to brace for impact.	7	90	00:03:58a
	I love you guys.	4	91	00:03:58b
	I love you too.	4	92	00:04:01a
	And I swear that if I survive this,	8	93	00:04:01b
	I am going to stop being so vain.	8	94	00:04:05a
	And scared of everything.	4	95	00:04:07a
	And I'm never gonna complain about anything ever, ever again.	8	96	00:04:07b
	We have safely landed in Cleveland.	6	98	00:04:18a
	Cleveland?	1	99	00:04:21a
				
				
	In Tracksuit Team www.forom.com Logdo,	5	102	00:04:26a
	Thirteen, Skualler and	3	103	00:04:26b
	Sososeries Great.	2	104	00:04:29a
	My husband's engaged and we're in a dive bar in Cleveland.	11	105	00:04:34a
	I googled Cleveland and get hammered,	6	106	00:04:34b
	And this is what came up.	6	107	00:04:38a
	Along with some very disturbing pictures of Drew Carey.	9	108	00:04:44a
Warum schauen uns die Männer so an?	Why are the men looking at us like that?	9	109	00:04:47a
Nein, ich werde oft erkannt, aber das hier ist anders.	No, I get recognized a lot, but this is different.	6	110	00:04:47b
		4	111	00:04:51a
	I remember that look.	4	112	00:04:51b
	It's...	1	113	00:04:54a
	Desire.	1	114	00:04:57a
	They're looking at us.	4	115	00:05:00a
	In L.A., they look past us.	6	116	00:05:02a
	Ladies.	1	117	00:05:02b
	How you doing?	3	118	00:05:08a
	I feel young and hot...	5	119	00:05:11a
	Like they're undressing me with their eyes and not finding spanx.	11	120	00:05:15a
Wenn man bedenkt, dass wir all die Zeit und Mühe und das Geld aufwenden	To think that we spend all that time and effort and money 	19	121	00:05:20a
um zehn Jahre jünger und zehn Pfund leichter auszusehen	trying to look ten years younger and ten pounds lighter			
und alles, was wir tun mussten, war eine Notlandung in Cleveland.	and all we had to do was crash-land in Cleveland.			
		13	122	00:05:24a
Wo alle Männer wie echte Männer und die Frauen wie echte Frauen aussehen.	Where all the men look like real men and the women look like real women.	15	123	00:05:30a
Und alle essen und niemand schämt sich.	And everyone's eating and no one's ashamed.	7	124	00:05:34a
Ich werde Chili-Pommes bestellen.	I'm gonna order chili fries.	5	125	00:05:38a
Sind Ihre Chili-Pommes gut?	Are your chili fries good?	5	126	00:05:40a
	Can Lebron James jump?	4	127	00:05:44a
Wer kann jetzt was tun?	Can who do what now?	5	128	00:05:47a
Die sind gut.	They're good.	2	129	00:05:48a
Wir werden drei Bestellungen haben und... Drei nicht-leichte Biere.	We'll have three orders and... Three not-light beers.	5	130	00:05:51a
		3	131	00:05:54a
Kommt sofort, und die Jungs an dem Tisch dort drüben,	Coming right up, and the guys at that table over there,	11	132	00:05:56a
möchten, dass Sie sich ihnen anschließen.	would like for you to join them.	7	133	00:05:59a
Sieh nur, wie hinreißend heterosexuell sie sind.	Look how adorably heterosexual they are.	6	134	00:06:03a
In L.A. ist es immer eine Frage.	In L.A., it's always a question.	6	135	00:06:06a
	Okay, girls.	2	136	00:06:06b
Lasst uns etwas Spaß haben.	Let's go have some fun.	5	137	00:06:09a
Oh, warum zum Teufel nicht?	Oh, why the hell not?	5	138	00:06:09b
	Wait. Are you sure?	4	139	00:06:12a
Wir scheinen in einer Dimension gelandet zu sein, in der Männer Frauen in ihrem eigenen Alter anmachen.	We appear to have landed in a dimension where men hit on women their own age.	16	140	00:06:16a
Wir sind es der Wissenschaft schuldig, das zu untersuchen.	We owe it to science to investigate.	7	141	00:06:21a
Geht ihr weg?	Are you guys leaving?	4	142	00:06:23a
Nein, wir holen nur eure Sessel für euch raus.	No, we're just pulling your chairs out for you.	9	143	00:06:25a
	They have gentlemen here.	4	144	00:06:25b
	Nice. Have an onion ring.	5	145	00:06:30a
Vielleicht mache ich das.	I might do that.	4	146	00:06:34a
	Hi, my name is Hank.	5	147	00:06:34b
	Hi, Hank.	2	148	00:06:34c
	Melanie.	1	149	00:06:37a
	I'm bill.	2	150	00:06:37b
	James.	1	151	00:06:39a
	And this is Joy and I'm...	6	152	00:06:39b
	We know who you are.	5	153	00:06:41a
	Victoria Chase.	2	154	00:06:43a
Ich wurde süchtig nach Edge of tomorrow.	I got addicted to edge of tomorrow.	13	155	00:06:46a
Eines Sommers wurde ich flachgelegt.	One summer I got laid up.	13	155	00:06:46b
	The year you were Honor Saint Raven and her evil sister Silver Saint Raven.	14	156	00:06:49a
	And her even eviler sister Magnolia Saint Raven.	8	157	00:06:54a
Viele Tagesakteure haben eine Doppelrolle übernommen,	Many daytime actors have done dual roles,	7	158	00:06:57a
Aber ich war die Erste, die ein Triple angepackt hat.	But I was the first one to tackle a triple.	10	159	00:07:00a
	And the Emmy goes to... Susan Lucci.	5	160	00:07:02a
	Finally!	1	162	00:07:06a
	So, Melanie, are you an actress too?	7	163	00:07:10a
	Well, you could be.	4	164	00:07:12a
Du erinnerst mich an die wirklich hübsche Schauspielerin, die in diesem... diesem Film mitgespielt hat.	You remind me of that really pretty actress who was in that... that movie.	12	165	00:07:16a
		2	166	00:07:16b
Ich kann mich nicht an ihren Namen erinnern.	I can't remember her name.	5	167	00:07:18a
Das macht nichts.	It doesn't matter.	3	168	00:07:23a
Also, was führt euch Leute hierher?	So what brings you guys here?	6	169	00:07:25a
Eigentlich sind wir auf dem Weg nach Paris.	Actually, we're on our way to Paris.	7	170	00:07:27a
	Melanie wrote this book called, 200 things every woman should do before she dies,	14	171	00:07:31a
	And she figured she really should do at least one of them.	12	172	00:07:34a
	Yes, and number 122 is fly to Paris with your best friends.	12	173	00:07:38a
	A writer and an actress.	5	174	00:07:38b
	So what do you do?	5	175	00:07:41a
	You're looking at the eyebrow queen of Beverly hills.	9	176	00:07:44a
	I do a lot of celebrities.	6	177	00:07:46a
	Mostly women.	2	178	00:07:47a
	Oprah, Cher, Ryan Seacrest.	4	179	00:07:53a
	Shot in the dark.	4	180	00:07:55a
Seid ihr Damen alle ungebunden?	Are you ladies all unattached?	5	181	00:07:57a
	At the moment.	3	182	00:07:58a
Melanie macht eine Scheidung durch,	Melanie's going through a divorce,	5	183	00:07:58b
und Victoria war etwa 20 Mal verheiratet.	and Victoria's been married, like, 20 times.	4	184	00:08:00a
		3	185	00:08:02a
In L.A. sind es etwa fünf, und für eine Schauspielerin ist es kaum eins.	Which in L.A. is, like, five, and for an actress is barely one.	3	186	00:08:02b
		10	187	00:08:07a
	Here we go, ladies.	4	188	00:08:12a
	Only cheese fries?	3	189	00:08:14a
	You girls are light eaters, huh?	5	190	00:08:14b
		1	191	00:08:19a
	To Cleveland!	2	192	00:08:27a
	God, what were we thinking?	5	193	00:08:29a
	Alcohol and salt and trans fats?	6	194	00:08:33a
	I know.	2	195	00:08:33b
	French fry grease is literally sweating from my pores.	9	196	00:08:42a
	I wonder if Mel's up yet.	6	197	00:08:44a
	I'll call her.	3	198	00:08:49a
	Melanie Moretti's room, please.	4	199	00:08:52a
	Really?	1	200	00:08:54a
	She never checked in.	4	201	00:08:57a
	Should we be worried?	4	202	00:08:59a
	No, it's Melanie.	3	203	00:08:59b
	She never does anything crazy.	5	204	00:09:08a
	I'm moving to Cleveland.	4	205	00:09:11a
	You're such a little slut.	5	206	00:09:15a
	I know, right?	3	207	00:09:18a
	Oh, my God.	3	208	00:09:18b
	You guys, Hank is so amazing and sweet.	8	209	00:09:23a
	He told me that I was luscious.	7	210	00:09:26a
	He said I was delicious.	5	211	00:09:29a
	I tell you, it's the French fry grease.	8	212	00:09:35a
	He's a plumber.	3	213	00:09:37a
	Right?	1	214	00:09:37b
	Right?	1	215	00:09:38a
	I mean, how many times have we fantasized about a man who could actually fix things?	16	216	00:09:44a
	He showed me all around Cleveland and I'm telling you,	10	217	00:09:46a
	It's nothing like we think.	5	218	00:09:48a
	They have symphonies and museums and light opera.	8	219	00:09:51a
	Okay, so nobody really likes those things,	7	220	00:09:51b
	but they have 'em!	4	221	00:09:54a
	We hear what you're saying,	5	222	00:09:56a
	But you've lost your freaking mind.	6	223	00:09:59a
	I'm telling you, I'm moving to Cleveland.	7	224	00:10:02a
	Melanie, friends don't let friends move to Cleveland.	8	225	00:10:06a
	Just take a look at this listing.	7	226	00:10:12a
	For sale or lease, Victorian with guest cottage,	8	227	00:10:14a
	7,000 square feet...	3	228	00:10:18a
	Well, that price has got to be missing a zero.	10	229	00:10:22a
	Oh, my God.	3	230	00:10:23a
	I know, right?	3	231	00:10:23b
	It's amazing?	2	232	00:10:25a
	No, it's a picture of Oprah.	6	233	00:10:28a
	Look at those brows.	4	234	00:10:30a
	That's not my arch.	4	235	00:10:32a
Sie wird von jemand anderem gezupft.	She's being plucked by someone else.	6	236	00:10:34a
Es wurde wahrscheinlich retuschiert.	It was probably retouched.	4	237	00:10:36a
Ich meine, ich bekomme alle meine Fotos...	I mean, I get all of my photos...	8	238	00:10:38a
Ich meine, ich habe gehört, dass Leute das tun.	I mean, I hear that people do do that.	9	239	00:10:41a
Ich habe mein Geschäft darauf aufgebaut, der Salon zu sein, der Oprah's Brauen macht.	I've built my business on being the salon that does Oprah's brows.	12	240	00:10:45a
Das ist die Arbeit dieser russischen Tussi beim Rodeo.	This is the work of that Russian chick on rodeo.	10	241	00:10:48a
Verfluchte Ausländer.	Bloody Foreigners.	2	242	00:10:52a
Nun, würde ein Blick auf billige Immobilien dich aufmuntern?	Well, would looking at cheap real estate cheer you up?	10	243	00:10:55a
Wahrscheinlich nicht, aber ich kann nicht einfach hier liegen und meine Wunden lecken.	Probably not, but I just can't lie here licking my wounds.	11	244	00:10:59a
Obwohl...	Although...	1	245	00:11:06a
				
				
	I love it.	3	246	00:11:06b
	I'll take it.	3	247	00:11:09a
	What are you doing?	4	248	00:11:10a
Wir steigen morgen in ein Flugzeug nach Paris.	We're getting on a plane for Paris tomorrow.	8	249	00:11:12a
Ich wollte nach Paris, um eine Romanze zu finden,	I was going to Paris to find romance,	8	250	00:11:12b
aber ich habe es hier gefunden, und ich darf alle meine Meilen behalten.	but I've found it here, and I get to keep all my miles.	13	251	00:11:19a
	This is crazy.	3	252	00:11:20a
	Look, it's a month-to-month lease,	5	253	00:11:22a
	And a month here costs the same as a night in Paris.	12	254	00:11:25a
	Here you go.	3	255	00:11:25b
	And here you go.	4	256	00:11:26a
Nun, es gibt nur eine Sache zu diesem Ort, die ich erwähnen sollte.	Now there's just one thing about this place that I should mention.	12	257	00:11:30a
Warum vermieten Sie an Prostituierte?	Why are you renting to prostitutes?	6	258	00:11:38a
	This is Elka Ostrovsky.	4	259	00:11:40a
Sie ist eine Hausmeisterin, die mit dem Haus kommt,	She's a caretaker who comes with the house,	8	260	00:11:42a
Wenn Sie wünschen, sie zu behalten.	If you wish to retain her.	6	261	00:11:44a
Sie bleibt draußen im Gästehaus.	She stays out in the guest cottage.	7	262	00:11:46a
Ich überlasse es Ihnen, das alles zu regeln.	I'll leave you to get all that worked out.	9	263	00:11:53a
	Hi. I'm Melanie.	3	264	00:11:54a
Ich werde den Ort mieten.	I'm gonna be leasing the place.	6	265	00:11:56a
Ich bin seit 50 Jahren die Hausmeisterin dieses Hauses,	I've been the caretaker of this house for 50 years,	10	266	00:11:59a
aber Sie können mich rausschmeißen.	but you can kick me out.	6	267	00:12:04a
	I wouldn't...	2	268	00:12:04b
	No worries.	2	269	00:12:05a
	If you can escape from the Nazis, you can handle anything.	7	270	00:12:05b
		4	271	00:12:10a
	You escaped from the Nazis?	5	272	00:12:13a
Die Flucht vor den Nazis war meine geringste Sorge.	Escaping from the Nazis was the least of my worries.	10	273	00:12:18a
Nun, das hört man nicht oft.	Well, you don't hear that very often.	7	274	00:12:21a
	So what are you, like, 100?	6	275	00:12:24a
	I don't like you.	4	276	00:12:28a
	Aren't you that girl from that show?	7	277	00:12:30a
	Yes, yes, I am.	4	278	00:12:30b
	Are you a fan?	4	279	00:12:35a
Befreiung.	riddance.	6	280	00:12:35b
Gut, dass wir ihn los sind.	good riddance.	6	280	00:12:35c
Als sie abgesagt wurde, sagte ich, auf Nimmerwiedersehen.	When it was cancelled, I said, good riddance.	2	281	00:12:48a
Riecht sonst noch jemand Gras?	Does anyone else smell pot?	5	282	00:12:51a
	What are you, a cop?	5	283	00:12:55a
	Then what's it to you?	5	284	00:13:00a
	I can't wait to tell Hank.	6	285	00:13:00b
	He said he'd call.	4	286	00:13:03a
	They all say they'll call.	5	287	00:13:10a
	It's him.	2	288	00:13:10b
	It's him.	2	289	00:13:14a
	That's shameful.	2	290	00:13:16a
	I haven't even looked at another man since 1949.	9	291	00:13:20a
Wenn der Ehemann stirbt, stirbst du.	When the husband dies, you die.	6	292	00:13:23a
Aber du bist nicht tot.	But you're not dead.	4	293	00:13:25a
Innerlich stirbst du.	Inside you die.	3	294	00:13:28a
	Oh, you still maintain the Shell.	6	295	00:13:36a
	I have a date.	4	296	00:13:36b
	My first date in 25 years.	6	297	00:13:40a
	He wants me to meet him at the Windy Highland Marina.	11	298	00:13:43a
Weißt du, wo das ist?	Do you know where that is?	6	299	00:13:43b
Da gehen die Huren hin.	It's where whores go.	4	300	00:13:47a
Du bist zu alt, um so etwas zu tun.	You're too old to act like this.	7	301	00:13:50a
	She's not old.	3	302	00:13:50b
	40 is the new 30.	5	303	00:13:52a
	And 50 is the new 40.	6	304	00:13:55a
	What's 80?	2	305	00:13:55b
	It's still 80.	3	306	00:13:58a
	And I still don't like you.	6	307	00:14:02a
Anscheinend habe ich einen Hausmeister, was auch immer das bedeutet.	Apparently I have a caretaker, whatever that means.	5	308	00:14:02b
		3	309	00:14:05a
	I also have a date.	5	310	00:14:07a
Hank macht Abendessen für mich auf seinem Boot.	Hank is making dinner for me on his boat.	9	311	00:14:09a
Klempner in Cleveland können sich Boote leisten?	Plumbers in Cleveland can afford boats?	6	312	00:14:13a
	This is crazy.	3	313	00:14:14a
Du entwurzelst dein ganzes Leben für einen Typen, den du in einer Bar getroffen hast?	You're uprooting your whole life for some guy you met at a bar?	13	314	00:14:18a
Ich meine, was weißt du überhaupt über diesen Kerl?	I mean, what do you even know about this guy?	10	315	00:14:20a
Ich weiß, dass ich mich noch nie so lebendig gefühlt habe.	I know that I've never felt so alive.	8	316	00:14:22a
Und weißt du was?	And you know what?	4	317	00:14:22b
stürzen	pounce			00:14:27a
sich auf diese Dinge stürzen.	pounce on these things.			00:14:27b
Vielleicht, in unserem Alter, sollen wir uns einfach auf diese Dinge stürzen.	Maybe at our age, we're just supposed to pounce on these things.	12	318	00:14:28a
	My kids are in college.	5	319	00:14:29a
	Anders has clearly moved on.	5	320	00:14:33a
	So why am I gonna rush back to L.A. and a very empty house?	9	321	00:14:33b
		5	322	00:14:38a
	Don't wait up.	3	323	00:14:42a
	What are you doing?	4	324	00:14:42b
	What Melanie should have done.	5	325	00:14:45a
	Googling Hank.	2	326	00:14:47a
	Good idea.	2	327	00:14:47b
	Let's find out about this guy.	6	328	00:14:49a
	Put in Hank, plumber, Cleveland,	5	329	00:14:52a
	Windy Highland Marina.	3	330	00:14:55a
	This is why the Internet was invented.	4	331	00:14:55b
		3	332	00:14:57a
	For men to find pictures of naked celebrities and women to cyber-stalk the men they trust.	16	333	00:15:02a
	Look. Okay, here's an image of him from a month ago with... his wife.	12	334	00:15:07a
		2	335	00:15:08a
Nun, wer hat das nicht kommen sehen?	Well, who didn't see that coming?	6	336	00:15:18a
Was würde auf deiner Liste stehen?	What would be on your list?	6	337	00:15:20a
	Honestly?	1	338	00:15:20b
	No, lie to me.	4	339	00:15:24a
	Honestly, I have always wanted to learn to tango.	9	340	00:15:30a
	Yeah. Rose in my teeth.	5	341	00:15:30b
	The whole bit.	3	342	00:15:33a
	Oh, my God.	3	343	00:15:33b
	Me too!	2	344	00:15:33c
	Really?	1	345	00:15:35a
	Let's do it together.	4	346	00:15:35b
	That would be...	3	347	00:15:35c
	I'd really...	2	348	00:15:39a
	really like that.	3	349	00:15:42a
	Melanie, there's...	2	350	00:15:44a
Es gibt etwas, wovon ich wirklich denke, dass du es wissen solltest,	there's something I really think you should know,	8	351	00:15:46a
	and I have been picturing myself telling you and coming up with these really awful scenarios.	16	352	00:15:50a
	He's married!	2	353	00:15:57a
Nicht so schlimm, aber irgendwie so.	Not that bad, but kind of like that.	8	354	00:16:00a
	Oh, my God.	3	355	00:16:02a
	That's what you were trying...	5	356	00:16:02b
	Oh, my God.	3	357	00:16:05a
	Melanie, please.	2	358	00:16:07a
	Please don't.	2	359	00:16:07b
	Stop, stop, stop!	3	360	00:16:09a
	You can just leave.	4	361	00:16:11a
	But this is my boat.	5	362	00:16:11b
	Just go!	2	363	00:16:16a
	Please just don't.	3	364	00:16:22a
	What can we do?	4	365	00:16:24a
	Let's kill him.	3	366	00:16:26a
	That's your solution to everything.	5	367	00:16:28a
	Well, could we just try it once?	7	368	00:16:32a
	I just wanted to feel young and stupid.	8	369	00:16:37a
	Now I just feel stupid.	5	370	00:16:40a
	Stupid and old.	3	371	00:16:42a
	You're not old.	3	372	00:16:43a
	40 is the new 25.	5	373	00:16:45a
	I thought 40 was the new 30.	7	374	00:16:47a
	If we're just gonna make crap up,	7	375	00:16:47b
	I'd rather be 25.	4	376	00:16:52a
	Excuse me.	2	377	00:16:52b
	I said go away!	4	378	00:16:54a
	There's something I need to say.	6	379	00:16:54b
	You've said and done quite enough.	6	380	00:16:58a
	I didn't go to that bar with this in mind,	10	381	00:17:01a
	but then three incredibly beautiful,	5	382	00:17:01b
	sophisticated women came in and sat down at my table.	10	383	00:17:07a
	Go on.	2	384	00:17:12a
	You were so breathtakingly beautiful that I couldn't stop myself.	10	385	00:17:16a
Ich bin ein Klempner, der in einer schlechten Ehe feststeckt,	I am a plumber, who's stuck in a bad marriage,	19	386	00:17:20a
und der jemanden verletzt hat, den er niemals hätte verletzen dürfen.	and who hurt someone, he never should have hurt.	19	386	00:17:20b
	I am so sorry.	4	387	00:17:25a
Für kultivierte Damen hätten wir nicht so bei dir reinplatzen dürfen.	For sophisticated ladies, we shouldn't have burst in on you like that.	12	388	00:17:30a
Aber wenn eine von uns in Schwierigkeiten ist,	But when one of us is in trouble,	8	389	00:17:30b
dann ist nichts anderes auf der Welt von Bedeutung.	then nothing else in the world matters.	7	390	00:17:36a
	My God.	2	391	00:17:36b
	It's my agent.	3	392	00:17:36c
	Everybody, just shut up.	4	393	00:17:38a
	He thinks I'm in Paris.	5	394	00:17:42a
	Oui, hello?	2	395	00:17:49a
	Well, let's talk tomorrow.	4	396	00:17:52a
	Well, I have an audition for the next transformers movie.	10	397	00:17:57a
	What part?	2	398	00:17:57b
	To play Megan fox's grandmother.	5	399	00:18:03a
	If anybody thinks you look like a grandma, they're crazy.	8	400	00:18:03b
		2	401	00:18:06a
	Thank you.	2	402	00:18:06b
	He's a keeper.	3	403	00:18:13a
	Oh, God, I don't wanna audition for grandmothers' parts.	9	404	00:18:18a
	I loved being the queen of daytime.	7	405	00:18:21a
	I've put everything in my business.	6	406	00:18:23a
Wenn das nicht klappt, habe ich nichts.	If that doesn't work out, I've got nothing.	8	407	00:18:26a
Oder... Du hast die Chance, etwas zu verändern.	Or... you have the chance to change something.	8	408	00:18:30a
	Number 72.	2	409	00:18:32a
Erfinde dich neu.	Re-invent yourself.	2	410	00:18:35a
	Oh, God, I really want to do that.	8	411	00:18:39a
	I know it may sound crazy,	6	412	00:18:39b
	but...	1	413	00:18:42a
	I think I wanna do that here.	7	414	00:18:45a
Du wirst nicht zu den Frauen gehören, die sich selbst mögen, oder?	You're not gonna become one of those women who like themselves, are you?	11	415	00:18:45b
		2	416	00:18:50a
Denn alle hassen diese Frauen.	Cause everybody hates those women.	5	417	00:18:54a
Ich möchte dich etwas fragen.	Let me ask you something.	5	418	00:18:56a
	What's the deal with old ladies and track suites?	9	419	00:19:00a
	It's simple.	2	420	00:19:01a
	In your twenties you dress for men.	7	421	00:19:03a
	In your forties you dress for success.	7	422	00:19:06a
	In your eighties you dress for the bathroom.	8	423	00:19:11a
Sollten alle weitermachen.	Should all move on.	4	424	00:19:22a
Also, sehr schade um den verheirateten Kerl.	So, too bad about that married guy.	7	425	00:19:28a
Als ich in deinem Alter war, sind wir nicht in solche Schwierigkeiten geraten.	When I was your age, we didn't get into that kind of trouble.	13	426	00:19:32a
Mein Mann war der einzige Mann, mit dem ich je zusammen war.	My husband was the only man I ever dated.	9	427	00:19:35a
Wolltest du nicht einen anderen ausprobieren,	Didn't you wanna try another one out,	7	428	00:19:35b
Ich meine, du weißt schon, nur zum Vergleichen?	I mean, you know, just to compare?	7	429	00:19:43a
Das ist ein sündiger Gedanke.	That's a sinful thought.	4	430	00:19:49a
	So, you're OK, Mel?	4	431	00:19:51a
	Yeah, I'm good.	3	432	00:19:53a
Ihr Leute habt einen sehr frühen Flug morgen.	You guys have a very early flight tomorrow.	8	433	00:19:55a
Also bitte, geht einfach nach Paris und habt eine wunderbare Zeit.	So please, just go to Paris and have a wonderful time.	11	434	00:19:58a
	I don't know.	3	435	00:19:58b
Irgendwie kann ich mich nicht mehr für Paris begeistern.	Somehow I can't seem to get excited about Paris anymore.	10	436	00:20:04a
	Your joy...	2	437	00:20:06a
Statt zwei Wochen in Paris könnten wir 2 Wochen in Cleveland verbringen.	Instead of two weeks in Paris we could spend 2 weeks in Cleveland.	13	438	00:20:06b
Ich meine...	I mean...	2	439	00:20:10a
	The Paris of Ohio.	4	440	00:20:13a
	No, that's Toledo.	2	441	00:20:13b
		1	442	00:20:19a
Was sollen wir jetzt tun?	What should we do now?	5	443	00:20:21a
Ich sage...	I say...	2	444	00:20:22a
Wir gehen in die Bar, wo die Männer denken, wir sind heiß.	We go to that bar where men think we're hot.	10	445	00:20:24a
Ich werde fahren.	I'll drive.	2	446	00:20:26a
