DE	EN	LENGTH	TAGS	TIME
	Here are some other phrases Victor could use to state their point of view: From our perspective Our position is that As far as we're concerned Victor says they see it as an 'exploratory talk'.	35	vtt	00:06:06
	He means they are 'exploring options', or finding out what Lin has to offer.	14	vtt	00:06:12
	He is suggesting by this that they aren't going to make a decision at this meeting - and he is letting Lin know this.	24	vtt	00:06:18
	He describes this in another way by saying they are 'testing the water'.	13	vtt	00:06:30
	Notice too that Sue reinforces this.	06	vtt	00:06:30
	She says, We don't intend to reach any agreements at this meeting.	12	vtt	00:06:37
	She is stating clearly the outcome that they are expecting from the meeting.	13	vtt	00:06:45
	She says they would have to run past the board any proposals made.	13	vtt	00:06:45
	A proposal is a formal offer or suggestion made by one business to another, and to 'run something past the board' means to get the board's approval or feedback.	29	vtt	00:06:59
	In a negotiation, each party needs to respond to what the other says for the negotiation to proceed.	18	vtt	00:07:12
	How does Lin respond to Victor and Sue's statement?	09	vtt	00:07:12
	She says she understands they are not going to agree at this meeting.	13	vtt	00:07:23
	She says, My first priority is to keep the negotiations open.	11	vtt	00:07:30
	A priority is an important goal.	06	vtt	00:07:30
	A first priority is your most important goal.	08	vtt	00:07:42
	Notice the reaction when John speaks.	06	vtt	00:07:42
	John hasn't listened to what Victor and Sue have said, and they don't like it.	15	vtt	00:07:57
	But Lin makes a conciliatory statement.	06	vtt	00:08:03
	That is, she makes a concession.	06	vtt	00:08:03
	She backs down from her first position.	07	vtt	00:08:09
	When negotiating, you usually need to make some concessions to reach an agreement.	13	vtt	00:08:16
	If nobody makes a concession, the negotiation can't proceed.	09	vtt	00:08:16
	Like this: I just want to say we believe we can offer you a very good deal and come up with a win-win result.	24	vtt	00:08:30
	I'm sure we'll be able to resolve everything today.	09	vtt	00:08:39
	We need to run anything past our board first.	09	vtt	00:08:42
	Why bother the board?	04	vtt	00:08:42
	We can settle this deal right now!	07	vtt	00:08:47
	I'm afraid that won't be possible.	06	vtt	00:08:51
	If we don't listen carefully to what the other party is signalling, negotiations can break down very quickly.	18	vtt	00:08:57
	Now that each side has made their position clear, they can talk about the details of the proposal.	18	vtt	00:09:04
	Let's review the main points from today.	07	vtt	00:09:18
	In negotiations, begin with introductions and then some informal talk.	10	vtt	00:09:24
	Then each side makes an opening statement -this should state clearly what they want to achieve.	16	vtt	00:09:35
	Then, whichever party called the meeting begins the negotiation by giving an opening proposal.	14	vtt	00:09:42
	And remember, it's important to listen to signals and the opening statements carefully, otherwise the negotiation can quickly go in the wrong direction.	23	vtt	00:09:53
	That's all for The Business of English for today.	09	vtt	00:09:53
	See you next time.	04	vtt	00:09:53
